Code,Plot,Tree,TrHist,Species,DBH,DBHcm,PlotSize,Year,BasalArea,Equation
1065_2001,61,83,10,316,15.5,39.37,SAW,2001,1217.3647185317382,5
1066_2001,61,84,10,746,14.6,37.083999999999996,SAW,2001,1080.097662444226,2
1067_2001,61,97,10,316,18.5,46.99,SAW,2001,1734.206347211186,5
1068_2001,61,221,10,371,13.4,34.036,SAW,2001,909.8439494674669,2
1069_2001,61,223,10,316,15.1,38.354,SAW,2001,1155.3437230902045,5
107_2001,7,41,10,318,15.5,39.37,SAW,2001,1217.3647185317382,1
1070_2001,61,224,10,316,14.1,35.814,SAW,2001,1007.3851391937352,5
1071_2001,61,284,10,316,15.5,39.37,SAW,2001,1217.3647185317382,5
1072_2001,61,338,10,316,13.5,34.29,SAW,2001,923.4743806551895,5
1073_2001,61,478,10,316,5.2,13.208,POLE,2001,137.0137023479634,5
1074_2001,61,479,10,316,11.9,30.226000000000003,SAW,2001,717.5484611499667,5
1075_2001,61,481,10,316,11.1,28.194,SAW,2001,624.3142849960269,5
1076_2001,61,482,10,316,11.2,28.447999999999997,SAW,2001,635.6138617799011,5
1077_2001,61,483,10,316,12.6,32.004,SAW,2001,804.4487938151873,5
1079_2001,61,486,10,316,12.5,31.75,SAW,2001,791.7304360898402,5
108_2001,7,43,10,762,18.6,47.24400000000001,SAW,2001,1753.0051946857038,2
1080_2001,61,487,10,371,12.2,30.988,SAW,2001,754.1834118887156,2
1081_2001,61,589,31,316,6.2,15.748000000000001,POLE,2001,194.77835496507817,5
1082_2001,61,590,31,316,4.9,12.446000000000002,POLE,2001,121.66046573130923,5
1083_2001,61,591,30,316,10.9,27.686,SAW,2001,602.0191559157371,5
1084_2001,61,592,30,371,10.6,26.924,SAW,2001,569.3365235139484,2
1085_2001,61,593,30,316,11.5,29.21,SAW,2001,670.1206411064408,5
1086_2001,62,1,10,261,15.9,40.386,SAW,2001,1281.0071779063842,4
1089_2001,62,9,10,531,10.3,26.162000000000003,POLE,2001,537.5659645745354,3
1090_2001,62,10,10,531,10.4,26.416,POLE,2001,548.0548093918536,3
1091_2001,62,86,14,316,10.7,27.177999999999997,SAW,2001,580.129392818725,5
1093_2001,62,90,10,316,11.5,29.21,SAW,2001,670.1206411064408,5
1094_2001,62,92,10,316,12.2,30.988,SAW,2001,754.1834118887156,5
1095_2001,62,93,10,316,11.4,28.956000000000003,SAW,2001,658.5170398351082,5
1096_2001,62,94,10,316,14.7,37.338,SAW,2001,1094.944191581783,5
1097_2001,62,95,10,316,10.7,27.177999999999997,SAW,2001,580.129392818725,5
1098_2001,62,98,10,316,15.7,39.878,SAW,2001,1248.9832652274222,5
11_2001,1,97,10,746,15.5,39.37,SAW,2001,1217.3647185317382,2
110_2001,7,45,10,371,18,45.72,SAW,2001,1641.7322322758928,2
1100_2001,62,220,10,316,15.1,38.354,SAW,2001,1155.3437230902045,5
1101_2001,62,287,10,316,13,33.02,SAW,2001,856.3356396747714,5
1102_2001,62,332,10,316,13.5,34.29,SAW,2001,923.4743806551895,5
1103_2001,62,334,10,531,13.3,33.782000000000004,SAW,2001,896.314859775564,3
1104_2001,62,469,10,531,13.6,34.544,SAW,2001,937.2061533387316,3
1105_2001,62,470,10,316,12.5,31.75,SAW,2001,791.7304360898402,5
1106_2001,62,471,10,316,13,33.02,SAW,2001,856.3356396747714,5
1107_2001,62,472,10,316,12.5,31.75,SAW,2001,791.7304360898402,5
1108_2001,62,473,10,316,12.8,32.512,SAW,2001,830.1895337533404,5
1109_2001,62,474,10,316,11.4,28.956000000000003,SAW,2001,658.5170398351082,5
111_2001,7,47,10,541,15.7,39.878,SAW,2001,1248.9832652274222,7
1110_2001,62,475,10,316,13.5,34.29,SAW,2001,923.4743806551895,5
1111_2001,62,476,10,316,13,33.02,SAW,2001,856.3356396747714,5
1112_2001,62,594,30,316,11.8,29.972,SAW,2001,705.5394938953559,5
1113_2001,62,597,30,316,11,27.94,SAW,2001,613.1160497079724,5
1114_2001,64,35,10,97,13,33.02,SAW,2001,856.3356396747714,6
1115_2001,64,37,10,318,28.1,71.37400000000001,SAW,2001,4001.012925701753,1
1116_2001,64,38,10,261,19.3,49.022000000000006,SAW,2001,1887.4346888902696,4
1117_2001,64,90,10,531,13.7,34.798,SAW,2001,951.0392675180935,3
1118_2001,64,95,10,531,13,33.02,SAW,2001,856.3356396747714,3
1119_2001,64,100,10,97,13.3,33.782000000000004,SAW,2001,896.314859775564,6
112_2001,7,48,10,541,15.5,39.37,SAW,2001,1217.3647185317382,7
1120_2001,64,399,10,371,16.1,40.894000000000005,SAW,2001,1313.4364565686242,2
1121_2001,64,402,10,261,13.5,34.29,SAW,2001,923.4743806551895,4
1122_2001,64,403,10,531,13.3,33.782000000000004,SAW,2001,896.314859775564,3
1123_2001,64,514,31,746,5.1,12.953999999999999,POLE,2001,131.79461531325913,2
1124_2001,64,515,31,316,5.9,14.986,POLE,2001,176.38487347383898,5
1125_2001,64,516,31,316,4.6,11.684,POLE,2001,107.2193025770305,5
1126_2001,64,517,31,371,6.8,17.272,POLE,2001,234.3015383346829,2
1127_2001,64,518,30,531,12.4,31.496000000000002,SAW,2001,779.1134198603127,3
1129_2001,65,410,10,97,5.5,13.97,POLE,2001,153.2790124269931,6
1130_2001,65,411,10,97,9.1,23.114,POLE,2001,419.6044634406379,6
1131_2001,65,412,10,371,7.7,19.558,POLE,2001,300.4268643569064,2
1132_2001,65,413,10,999,7,17.78,POLE,2001,248.28666475777393,4
1133_2001,65,414,10,531,5.8,14.732,POLE,2001,170.45639596839823,3
1134_2001,65,415,10,999,6.3,16.002,POLE,2001,201.11219845379682,4
1135_2001,65,416,10,531,13.1,33.274,SAW,2001,869.560704879216,3
1136_2001,65,480,10,531,13.5,34.29,SAW,2001,923.4743806551895,3
1137_2001,65,499,14,316,12.8,32.512,SAW,2001,830.1895337533404,5
1138_2001,65,501,31,371,4.7,11.938,POLE,2001,111.93168213263726,2
1139_2001,65,502,31,531,6.1,15.494,POLE,2001,188.5458529721789,3
114_2001,7,53,10,371,17.2,43.687999999999995,SAW,2001,1499.043406162037,2
1140_2001,65,503,31,97,4.9,12.446000000000002,POLE,2001,121.66046573130923,6
1141_2001,65,504,31,531,5.7,14.478000000000002,POLE,2001,164.62925995877706,3
1142_2001,65,505,30,97,11.2,28.447999999999997,SAW,2001,635.6138617799011,6
1143_2001,65,587,30,316,12.9,32.766,SAW,2001,843.2119159661459,5
1144_2001,65,588,31,531,6,15.24,POLE,2001,182.41469247509917,3
1145_2001,66,71,10,318,29.2,74.16799999999999,SAW,2001,4320.390649776904,1
1146_2001,66,75,10,318,34.7,88.138,SAW,2001,6101.214085065061,1
1147_2001,66,219,14,531,11,27.94,SAW,2001,613.1160497079724,3
1149_2001,66,526,31,999,5.1,12.953999999999999,POLE,2001,131.79461531325913,4
115_2001,7,54,10,371,17.1,43.434000000000005,SAW,2001,1481.6633396289935,2
1150_2001,67,5,10,371,21.5,54.61,SAW,2001,2342.2553221281833,2
1151_2001,67,6,10,97,13.4,34.036,SAW,2001,909.8439494674669,6
1152_2001,67,7,10,318,23.6,59.944,SAW,2001,2822.1579755814237,1
1153_2001,67,8,14,531,11.5,29.21,SAW,2001,670.1206411064408,3
1154_2001,67,11,14,531,11.8,29.972,SAW,2001,705.5394938953559,3
1155_2001,67,13,10,531,10.2,25.907999999999998,POLE,2001,527.1784612530365,3
1156_2001,67,14,10,97,14,35.56,SAW,2001,993.1466590310957,6
1157_2001,67,25,10,261,17.4,44.196,SAW,2001,1534.107563715584,4
1158_2001,67,271,10,261,16.7,42.418,SAW,2001,1413.1564884550114,4
1159_2001,67,403,10,531,6,15.24,POLE,2001,182.41469247509917,3
116_2001,7,58,10,318,17.4,44.196,SAW,2001,1534.107563715584,1
1160_2001,67,404,10,531,8,20.32,POLE,2001,324.2927866223985,3
1161_2001,67,405,10,316,13.4,34.036,SAW,2001,909.8439494674669,5
1162_2001,67,419,10,261,16.7,42.418,SAW,2001,1413.1564884550114,4
1163_2001,67,582,31,531,4.7,11.938,POLE,2001,111.93168213263726,3
1164_2001,67,583,31,531,6.4,16.256,POLE,2001,207.5473834383351,3
1165_2001,67,584,31,531,4.7,11.938,POLE,2001,111.93168213263726,3
1166_2001,67,585,31,531,5.6,14.223999999999998,POLE,2001,158.90346544497527,3
1167_2001,67,586,30,316,11.8,29.972,SAW,2001,705.5394938953559,5
1169_2001,68,17,10,531,9.4,23.876,POLE,2001,447.72672853054905,3
117_2001,7,59,10,371,18.5,46.99,SAW,2001,1734.206347211186,2
1170_2001,68,19,14,531,12.7,32.257999999999996,SAW,2001,817.2684930363539,3
1172_2001,68,22,10,318,27.2,69.088,SAW,2001,3748.8246133549264,1
1173_2001,68,23,10,318,27.2,69.088,SAW,2001,3748.8246133549264,1
1174_2001,68,24,10,261,19.7,50.038,SAW,2001,1966.4810556294788,4
1175_2001,68,25,10,261,14.9,37.846000000000004,SAW,2001,1124.941274344355,4
1176_2001,68,245,10,531,8.1,20.573999999999998,POLE,2001,332.4507770358682,3
1177_2001,68,248,10,531,7.7,19.558,POLE,2001,300.4268643569064,3
1178_2001,68,354,10,531,13.2,33.528,SAW,2001,882.8871115794799,3
1179_2001,68,355,10,531,7.7,19.558,POLE,2001,300.4268643569064,3
1180_2001,68,407,10,531,7.4,18.796000000000003,POLE,2001,277.4730155537899,3
1181_2001,68,408,10,531,5.7,14.478000000000002,POLE,2001,164.62925995877706,3
1182_2001,68,501,31,531,5,12.7,POLE,2001,126.67686977437442,3
1183_2001,68,502,31,531,4.9,12.446000000000002,POLE,2001,121.66046573130923,3
1184_2001,68,503,30,531,11.2,28.447999999999997,SAW,2001,635.6138617799011,3
1185_2001,68,504,30,531,11.1,28.194,SAW,2001,624.3142849960269,3
1186_2001,69,47,14,531,11,27.94,SAW,2001,613.1160497079724,3
1187_2001,69,48,10,531,13.2,33.528,SAW,2001,882.8871115794799,3
1188_2001,69,55,10,318,25.7,65.278,SAW,2001,3346.752228691064,1
1189_2001,69,57,10,318,25.3,64.262,SAW,2001,3243.383902955173,1
119_2001,7,61,10,318,32.8,83.312,SAW,2001,5451.361743122519,1
1190_2001,69,58,10,318,24.5,62.230000000000004,SAW,2001,3041.511643282731,1
1191_2001,69,318,10,531,8.9,22.606,POLE,2001,401.36299419312803,3
1193_2001,69,410,10,531,5.7,14.478000000000002,POLE,2001,164.62925995877706,3
1194_2001,69,411,10,531,9.1,23.114,POLE,2001,419.6044634406379,3
1195_2001,69,413,10,531,6.4,16.256,POLE,2001,207.5473834383351,3
1196_2001,69,414,10,531,8.6,21.843999999999998,POLE,2001,374.76085154050924,3
1197_2001,69,415,10,531,5.8,14.732,POLE,2001,170.45639596839823,3
1198_2001,69,416,10,531,7.4,18.796000000000003,POLE,2001,277.4730155537899,3
1199_2001,69,417,10,531,13,33.02,SAW,2001,856.3356396747714,3
12_2001,1,99,10,316,10.4,26.416,POLE,2001,548.0548093918536,5
120_2001,7,64,10,541,19.5,49.53,SAW,2001,1926.7551892682354,7
1200_2001,69,511,31,531,5.4,13.716000000000001,POLE,2001,147.75590090483036,3
1201_2001,69,512,31,999,4.9,12.446000000000002,POLE,2001,121.66046573130923,4
1202_2001,69,513,30,531,10.8,27.432000000000002,SAW,2001,591.0236036193214,3
1203_2001,69,514,30,531,12.4,31.496000000000002,SAW,2001,779.1134198603127,3
1204_2001,69,515,30,531,12.2,30.988,SAW,2001,754.1834118887156,3
1205_2001,69,516,30,531,11,27.94,SAW,2001,613.1160497079724,3
1206_2001,69,517,30,531,11.3,28.702,SAW,2001,647.014780059595,3
1207_2001,69,518,30,531,10.8,27.432000000000002,SAW,2001,591.0236036193214,3
1208_2001,70,32,10,318,14.7,37.338,SAW,2001,1094.944191581783,1
121_2001,7,425,10,261,14.1,35.814,SAW,2001,1007.3851391937352,4
1210_2001,70,38,10,316,17,43.18,SAW,2001,1464.3846145917685,5
1211_2001,70,446,10,543,11.1,28.194,SAW,2001,624.3142849960269,7
1212_2001,70,447,10,318,12.2,30.988,SAW,2001,754.1834118887156,1
1213_2001,70,448,10,316,14.4,36.576,SAW,2001,1050.7086286565714,5
1214_2001,70,449,10,318,13.3,33.782000000000004,SAW,2001,896.314859775564,1
1215_2001,70,450,10,541,7.2,18.288,POLE,2001,262.67715716414284,7
1216_2001,70,577,31,97,4.7,11.938,POLE,2001,111.93168213263726,6
1217_2001,70,578,31,371,4.8,12.192,POLE,2001,116.74540318406349,2
1218_2001,70,579,31,531,5.5,13.97,POLE,2001,153.2790124269931,3
1219_2001,70,580,30,97,10.9,27.686,SAW,2001,602.0191559157371,6
122_2001,7,426,10,371,14.2,36.068,SAW,2001,1021.7249608521944,2
1220_2001,70,581,30,531,11,27.94,SAW,2001,613.1160497079724,3
1221_2001,71,53,14,531,12.2,30.988,SAW,2001,754.1834118887156,3
1222_2001,71,54,10,261,14,35.56,SAW,2001,993.1466590310957,4
1223_2001,71,57,10,531,20.8,52.832,SAW,2001,2192.2192375674144,3
1224_2001,71,61,10,97,16.1,40.894000000000005,SAW,2001,1313.4364565686242,6
1225_2001,71,63,10,97,16.9,42.925999999999995,SAW,2001,1447.207231050363,6
1226_2001,71,66,10,371,19.1,48.514,SAW,2001,1848.5195544955816,2
123_2001,7,427,10,541,15.5,39.37,SAW,2001,1217.3647185317382,7
1231_2001,71,262,10,261,14.9,37.846000000000004,SAW,2001,1124.941274344355,4
1232_2001,71,403,14,531,11.3,28.702,SAW,2001,647.014780059595,3
1233_2001,71,404,10,318,13.1,33.274,SAW,2001,869.560704879216,1
1234_2001,71,574,30,531,12.3,31.242,SAW,2001,766.5977451266044,3
1235_2001,71,575,30,531,10.6,26.924,SAW,2001,569.3365235139484,3
1236_2001,71,579,30,531,12.4,31.496000000000002,SAW,2001,779.1134198603127,3
1237_2001,72,34,10,318,16.1,40.894000000000005,SAW,2001,1313.4364565686242,1
1238_2001,72,35,10,531,17.3,43.942,SAW,2001,1516.524814190901,3
1239_2001,72,36,10,531,7.1,18.034,POLE,2001,255.4312402130486,3
124_2001,7,428,10,371,12.8,32.512,SAW,2001,830.1895337533404,2
1241_2001,72,39,10,531,17.9,45.465999999999994,SAW,2001,1623.541433776292,3
1242_2001,72,40,10,97,9.9,25.146,POLE,2001,496.62400026345756,6
1243_2001,72,41,10,318,12.2,30.988,SAW,2001,754.1834118887156,1
1244_2001,72,45,10,318,23.1,58.67400000000001,SAW,2001,2703.841779212158,1
1245_2001,72,46,10,318,20,50.8,SAW,2001,2026.8299163899908,1
1246_2001,72,47,10,318,25.7,65.278,SAW,2001,3346.752228691064,1
1247_2001,72,48,10,318,28.6,72.644,SAW,2001,4144.664496025893,1
1248_2001,72,50,10,318,17.2,43.687999999999995,SAW,2001,1499.043406162037,1
1249_2001,72,243,10,371,15.7,39.878,SAW,2001,1248.9832652274222,2
125_2001,7,430,10,371,5.8,14.732,POLE,2001,170.45639596839823,2
1250_2001,72,492,10,261,11.9,30.226000000000003,SAW,2001,717.5484611499667,4
1251_2001,72,493,10,318,22.3,56.642,SAW,2001,2519.805622803947,1
1252_2001,72,495,10,261,12.9,32.766,SAW,2001,843.2119159661459,4
1253_2001,72,576,31,531,5.9,14.986,POLE,2001,176.38487347383898,3
1255_2001,73,13,10,371,17,43.18,SAW,2001,1464.3846145917685,2
1256_2001,73,14,10,531,10.1,25.654,POLE,2001,516.8922994273574,3
1259_2001,73,17,10,97,13.9,35.306000000000004,SAW,2001,979.0095203642757,6
126_2001,7,550,30,371,10.8,27.432000000000002,SAW,2001,591.0236036193214,2
1261_2001,73,33,10,531,17.3,43.942,SAW,2001,1516.524814190901,3
1262_2001,73,256,10,531,8.3,21.082,POLE,2001,349.0707823502662,3
1263_2001,73,403,10,97,12.1,30.733999999999998,SAW,2001,741.8704201466463,6
1264_2001,73,404,10,371,13.2,33.528,SAW,2001,882.8871115794799,2
1265_2001,73,405,10,531,12,30.48,SAW,2001,729.6587699003967,3
1266_2001,73,406,10,261,6.6,16.764,POLE,2001,220.72177789486997,4
1267_2001,73,407,10,531,6.4,16.256,POLE,2001,207.5473834383351,3
1268_2001,73,408,10,531,7.2,18.288,POLE,2001,262.67715716414284,3
1269_2001,73,409,10,531,6.1,15.494,POLE,2001,188.5458529721789,3
127_2001,8,381,14,531,11.8,29.972,SAW,2001,705.5394938953559,3
1270_2001,73,591,31,531,6.2,15.748000000000001,POLE,2001,194.77835496507817,3
1271_2001,73,592,31,318,5.8,14.732,POLE,2001,170.45639596839823,1
1272_2001,73,593,31,531,5.6,14.223999999999998,POLE,2001,158.90346544497527,3
1273_2001,73,594,30,531,12.3,31.242,SAW,2001,766.5977451266044,3
1274_2001,74,348,10,371,14.5,36.83,SAW,2001,1065.3524748024888,2
1275_2001,74,467,10,999,6.8,17.272,POLE,2001,234.3015383346829,4
1276_2001,74,519,31,746,5.4,13.716000000000001,POLE,2001,147.75590090483036,2
1277_2001,74,520,31,746,5.6,14.223999999999998,POLE,2001,158.90346544497527,2
1278_2001,74,522,31,746,5.9,14.986,POLE,2001,176.38487347383898,2
1279_2001,74,523,31,743,6.2,15.748000000000001,POLE,2001,194.77835496507817,2
128_2001,8,399,10,531,15.2,38.608,SAW,2001,1170.6969597068585,3
1280_2001,74,524,31,746,6.2,15.748000000000001,POLE,2001,194.77835496507817,2
1281_2001,74,525,31,999,6.1,15.494,POLE,2001,188.5458529721789,4
1284_2001,75,47,10,316,15.1,38.354,SAW,2001,1155.3437230902045,5
1285_2001,75,53,14,97,10.6,26.924,SAW,2001,569.3365235139484,6
1286_2001,75,61,10,316,16.7,42.418,SAW,2001,1413.1564884550114,5
1287_2001,75,63,10,316,17.1,43.434000000000005,SAW,2001,1481.6633396289935,5
1288_2001,75,66,10,371,13.4,34.036,SAW,2001,909.8439494674669,2
1289_2001,75,68,10,97,13.1,33.274,SAW,2001,869.560704879216,6
129_2001,8,432,10,531,12.7,32.257999999999996,SAW,2001,817.2684930363539,3
1290_2001,75,321,10,371,11.5,29.21,SAW,2001,670.1206411064408,2
1291_2001,75,584,31,371,5.6,14.223999999999998,POLE,2001,158.90346544497527,2
1292_2001,76,67,10,531,11.4,28.956000000000003,SAW,2001,658.5170398351082,3
1293_2001,76,70,10,531,9.5,24.13,POLE,2001,457.3034998854917,3
1295_2001,76,73,10,531,14.5,36.83,SAW,2001,1065.3524748024888,3
1296_2001,76,74,10,318,18,45.72,SAW,2001,1641.7322322758928,1
1298_2001,76,78,10,318,21.8,55.372,SAW,2001,2408.0766236629484,1
1299_2001,76,79,10,318,16.5,41.910000000000004,SAW,2001,1379.511111842938,1
13_2001,1,100,10,316,8.9,22.606,POLE,2001,401.36299419312803,5
130_2001,8,433,10,531,12.6,32.004,SAW,2001,804.4487938151873,3
1300_2001,76,81,10,261,21.5,54.61,SAW,2001,2342.2553221281833,4
1301_2001,76,82,10,531,17,43.18,SAW,2001,1464.3846145917685,3
1302_2001,76,258,10,318,15.3,38.862,SAW,2001,1186.1515378193326,1
1303_2001,76,489,10,318,21.4,54.355999999999995,SAW,2001,2320.5175712749,1
1305_2001,76,491,10,318,13.1,33.274,SAW,2001,869.560704879216,1
1306_2001,76,528,31,531,5.2,13.208,POLE,2001,137.0137023479634,3
1307_2001,76,529,30,318,11.3,28.702,SAW,2001,647.014780059595,1
1308_2001,76,530,38,531,10.6,26.924,SAW,2001,569.3365235139484,3
1309_2001,77,44,10,371,20.1,51.054,SAW,2001,2047.1488863018008,2
131_2001,8,434,10,531,14,35.56,SAW,2001,993.1466590310957,3
1310_2001,77,47,10,541,20.1,51.054,SAW,2001,2047.1488863018008,7
1311_2001,77,49,10,318,10.4,26.416,POLE,2001,548.0548093918536,1
1312_2001,77,50,10,318,22.5,57.15,SAW,2001,2565.2066129310824,1
1313_2001,77,51,10,318,17.1,43.434000000000005,SAW,2001,1481.6633396289935,1
1314_2001,77,52,10,318,23.7,60.198,SAW,2001,2846.125239342735,1
1315_2001,77,53,10,318,16.2,41.147999999999996,SAW,2001,1329.8031081434729,1
1316_2001,77,56,10,318,12.6,32.004,SAW,2001,804.4487938151873,1
1317_2001,77,59,10,261,15,38.1,SAW,2001,1140.09182796937,4
1318_2001,77,60,10,318,16.5,41.910000000000004,SAW,2001,1379.511111842938,1
1319_2001,77,313,10,371,14.9,37.846000000000004,SAW,2001,1124.941274344355,2
132_2001,8,435,10,371,15,38.1,SAW,2001,1140.09182796937,2
1320_2001,77,486,10,371,16,40.64,SAW,2001,1297.171146489594,2
1321_2001,77,592,30,318,10.6,26.924,SAW,2001,569.3365235139484,1
1322_2001,77,593,30,371,11.8,29.972,SAW,2001,705.5394938953559,2
1323_2001,77,594,30,371,10.8,27.432000000000002,SAW,2001,591.0236036193214,2
1324_2001,78,30,10,531,7.9,20.066000000000003,POLE,2001,316.2361377047484,3
1325_2001,78,31,10,541,19.8,50.292,SAW,2001,1986.4960010538302,7
1326_2001,78,32,10,531,8.2,20.828,POLE,2001,340.71010894515746,3
1327_2001,78,34,10,318,34.9,88.646,SAW,2001,6171.747766155432,1
1328_2001,78,39,10,318,25.7,65.278,SAW,2001,3346.752228691064,1
1329_2001,78,40,10,531,16.4,41.656,SAW,2001,1362.8404357806298,3
133_2001,8,436,10,318,5.7,14.478000000000002,POLE,2001,164.62925995877706,1
1331_2001,78,42,10,318,18.7,47.498,SAW,2001,1771.9053836560397,1
1332_2001,78,237,10,531,14.6,37.083999999999996,SAW,2001,1080.097662444226,3
1333_2001,78,238,10,531,14,35.56,SAW,2001,993.1466590310957,3
1334_2001,78,445,10,531,14,35.56,SAW,2001,993.1466590310957,3
1335_2001,78,552,30,97,10.6,26.924,SAW,2001,569.3365235139484,6
1336_2001,78,553,30,531,10.8,27.432000000000002,SAW,2001,591.0236036193214,3
1337_2001,79,64,10,318,21.7,55.118,SAW,2001,2386.0348483222074,1
1338_2001,79,65,14,531,10.8,27.432000000000002,SAW,2001,591.0236036193214,3
1339_2001,79,68,10,318,17.5,44.45,SAW,2001,1551.791654736087,1
134_2001,8,437,10,318,7,17.78,POLE,2001,248.28666475777393,1
1340_2001,79,75,10,318,24.3,61.722,SAW,2001,2992.0569933228144,1
1341_2001,79,442,10,318,14.1,35.814,SAW,2001,1007.3851391937352,1
1342_2001,79,443,14,531,11.9,30.226000000000003,SAW,2001,717.5484611499667,3
1343_2001,79,444,14,318,11.1,28.194,SAW,2001,624.3142849960269,1
