Code,Plot,Tree,TrHist,Species,DBH,DBHcm,PlotSize,Year,BasalArea,Equation
1025_2011,55,33,10,371,24.7,62.738,SAW,2011,3091.371659225924,2
1026_2011,55,41,10,371,23.8,60.452000000000005,SAW,2011,2870.1938445998667,2
1027_2011,55,42,10,261,18.9,48.006,SAW,2011,1810.0097860841715,4
1028_2011,55,252,10,261,17,43.18,SAW,2011,1464.3846145917685,4
1029_2011,55,347,10,261,15.8,40.132000000000005,SAW,2011,1264.9445508189935,4
103_2011,5,657,30,762,10.7,27.177999999999997,SAW,2011,580.129392818725,2
1031_2011,55,350,10,261,14.5,36.83,SAW,2011,1065.3524748024888,4
1032_2011,55,351,10,261,9.1,23.114,POLE,2011,419.6044634406379,4
1033_2011,55,443,10,531,7,17.78,POLE,2011,248.28666475777393,3
1034_2011,55,444,10,531,8,20.32,POLE,2011,324.2927866223985,3
1035_2011,55,445,10,97,17.1,43.434000000000005,SAW,2011,1481.6633396289935,6
1036_2011,55,446,10,261,13.2,33.528,SAW,2011,882.8871115794799,4
1037_2011,55,447,10,261,14,35.56,SAW,2011,993.1466590310957,4
1038_2011,55,448,10,261,15.8,40.132000000000005,SAW,2011,1264.9445508189935,4
1039_2011,55,449,10,261,15,38.1,SAW,2011,1140.09182796937,4
104_2011,6,66,10,371,16.3,41.402,SAW,2011,1346.2711012141417,2
1040_2011,55,450,10,316,13.8,35.052,SAW,2011,964.9737231932746,5
1041_2011,55,451,10,97,13.1,33.274,SAW,2011,869.560704879216,6
1042_2011,55,452,10,261,17,43.18,SAW,2011,1464.3846145917685,4
1044_2011,56,75,10,261,16.8,42.672000000000004,SAW,2011,1430.131189004778,4
1045_2011,56,76,10,261,13.8,35.052,SAW,2011,964.9737231932746,4
1046_2011,56,77,10,97,15.6,39.624,SAW,2011,1233.1233211316705,6
1047_2011,56,78,10,261,13.8,35.052,SAW,2011,964.9737231932746,4
1048_2011,56,79,10,318,20.9,53.086,SAW,2011,2213.3489394457797,1
1050_2011,56,84,10,318,26.3,66.802,SAW,2011,3504.8449621694826,1
1051_2011,56,88,10,318,17.4,44.196,SAW,2011,1534.107563715584,1
1052_2011,56,89,10,261,16.9,42.925999999999995,SAW,2011,1447.207231050363,4
1053_2011,56,98,10,261,19.9,50.546,SAW,2011,2006.6122879740005,4
1054_2011,56,99,10,261,23,58.42,SAW,2011,2680.482564425763,4
1055_2011,56,352,10,316,18.6,47.24400000000001,SAW,2011,1753.0051946857038,5
1056_2011,56,406,10,531,6.9,17.526,POLE,2011,241.24343079831866,3
1058_2011,56,586,10,371,7.2,18.288,POLE,2011,262.67715716414284,2
1059_2011,56,587,10,531,12.5,31.75,SAW,2011,791.7304360898402,3
106_2011,6,389,10,316,13.3,33.782000000000004,SAW,2011,896.314859775564,5
1060_2011,56,588,10,261,13.2,33.528,SAW,2011,882.8871115794799,4
1061_2011,56,684,31,531,5,12.7,POLE,2011,126.67686977437442,3
1062_2011,56,685,31,371,5.4,13.716000000000001,POLE,2011,147.75590090483036,2
1063_2011,56,686,30,531,11,27.94,SAW,2011,613.1160497079724,3
1064_2011,57,79,10,531,13.6,34.544,SAW,2011,937.2061533387316,3
1066_2011,57,81,10,318,27,68.58,SAW,2011,3693.897522620758,1
1068_2011,57,87,10,531,13.2,33.528,SAW,2011,882.8871115794799,3
1069_2011,57,91,10,318,26.2,66.548,SAW,2011,3478.242819516864,1
1070_2011,57,451,10,531,8.9,22.606,POLE,2011,401.36299419312803,3
1071_2011,57,452,10,531,13.6,34.544,SAW,2011,937.2061533387316,3
1072_2011,57,527,10,531,7.1,18.034,POLE,2011,255.4312402130486,3
1073_2011,57,528,10,531,7,17.78,POLE,2011,248.28666475777393,3
1074_2011,57,529,10,531,12.6,32.004,SAW,2011,804.4487938151873,3
1075_2011,57,657,31,531,4.9,12.446000000000002,POLE,2011,121.66046573130923,3
1076_2011,57,658,31,999,5.7,14.478000000000002,POLE,2011,164.62925995877706,4
1077_2011,57,659,31,371,6.5,16.51,POLE,2011,214.08390991869285,2
1078_2011,57,660,31,371,6.1,15.494,POLE,2011,188.5458529721789,2
1079_2011,57,661,31,531,6,15.24,POLE,2011,182.41469247509917,3
108_2011,6,423,10,541,10.4,26.416,POLE,2011,548.0548093918536,7
1080_2011,57,662,31,531,4.7,11.938,POLE,2011,111.93168213263726,3
1081_2011,57,663,31,531,5,12.7,POLE,2011,126.67686977437442,3
1082_2011,57,664,30,531,11.3,28.702,SAW,2011,647.014780059595,3
1083_2011,57,665,30,970,10.8,27.432000000000002,SAW,2011,591.0236036193214,3
1084_2011,57,666,30,531,10.8,27.432000000000002,SAW,2011,591.0236036193214,3
1085_2011,57,667,30,531,10.8,27.432000000000002,SAW,2011,591.0236036193214,3
1086_2011,57,668,30,371,11.4,28.956000000000003,SAW,2011,658.5170398351082,2
1087_2011,58,10,10,762,11.9,30.226000000000003,SAW,2011,717.5484611499667,2
1088_2011,58,12,14,371,11.4,28.956000000000003,SAW,2011,658.5170398351082,2
1089_2011,58,13,10,371,15.5,39.37,SAW,2011,1217.3647185317382,2
109_2011,6,501,11,541,9,22.86,POLE,2011,410.4330580689732,7
1090_2011,58,17,10,318,15.8,40.132000000000005,SAW,2011,1264.9445508189935,1
1091_2011,58,18,10,318,25.4,64.51599999999999,SAW,2011,3269.0739721454156,1
1092_2011,58,22,10,318,28.5,72.39,SAW,2011,4115.731498969425,1
1093_2011,58,24,10,541,19.8,50.292,SAW,2011,1986.4960010538302,7
1094_2011,58,227,10,371,17,43.18,SAW,2011,1464.3846145917685,2
1095_2011,58,455,10,318,14.6,37.083999999999996,SAW,2011,1080.097662444226,1
1096_2011,58,537,10,531,13.3,33.782000000000004,SAW,2011,896.314859775564,3
1097_2011,58,538,10,531,12,30.48,SAW,2011,729.6587699003967,3
1098_2011,58,539,10,541,13.2,33.528,SAW,2011,882.8871115794799,7
1099_2011,58,630,30,371,11,27.94,SAW,2011,613.1160497079724,2
11_2011,1,100,10,316,9,22.86,POLE,2011,410.4330580689732,5
110_2011,6,651,31,316,5.9,14.986,POLE,2011,176.38487347383898,5
1100_2011,58,631,30,531,11.4,28.956000000000003,SAW,2011,658.5170398351082,3
1101_2011,59,27,10,318,22.1,56.13400000000001,SAW,2011,2474.809998660089,1
1102_2011,59,36,10,318,23.9,60.705999999999996,SAW,2011,2894.3637913528164,1
1103_2011,59,556,10,999,5,12.7,POLE,2011,126.67686977437442,4
1104_2011,59,557,10,375,6.8,17.272,POLE,2011,234.3015383346829,2
1105_2011,59,558,10,371,6.6,16.764,POLE,2011,220.72177789486997,2
1106_2011,59,669,31,375,5.5,13.97,POLE,2011,153.2790124269931,2
1107_2011,59,670,31,371,5.4,13.716000000000001,POLE,2011,147.75590090483036,2
1108_2011,59,671,31,371,5.4,13.716000000000001,POLE,2011,147.75590090483036,2
1109_2011,59,672,31,999,5,12.7,POLE,2011,126.67686977437442,4
111_2011,6,652,31,541,6.6,16.764,POLE,2011,220.72177789486997,7
1110_2011,59,673,31,371,5.3,13.462,POLE,2011,142.3341308784871,2
1111_2011,59,674,31,999,5.2,13.208,POLE,2011,137.0137023479634,4
1112_2011,60,84,10,318,27.5,69.85,SAW,2011,3831.975310674826,1
1113_2011,60,93,10,318,28.6,72.644,SAW,2011,4144.664496025893,1
1114_2011,60,653,31,999,5.1,12.953999999999999,POLE,2011,131.79461531325913,4
1115_2011,60,654,31,371,5,12.7,POLE,2011,126.67686977437442,2
1116_2011,60,655,31,999,4.9,12.446000000000002,POLE,2011,121.66046573130923,4
1117_2011,60,656,31,999,4.8,12.192,POLE,2011,116.74540318406349,4
1118_2011,60,657,31,371,4.7,11.938,POLE,2011,111.93168213263726,2
1119_2011,60,658,31,371,4.7,11.938,POLE,2011,111.93168213263726,2
112_2011,6,653,30,762,10.7,27.177999999999997,SAW,2011,580.129392818725,2
1120_2011,60,659,31,371,4.6,11.684,POLE,2011,107.2193025770305,2
1121_2011,60,660,31,316,5,12.7,POLE,2011,126.67686977437442,5
1122_2011,60,661,30,762,13.7,34.798,SAW,2011,951.0392675180935,2
1123_2011,60,662,30,531,11.1,28.194,SAW,2011,624.3142849960269,3
1124_2011,61,67,10,316,16.3,41.402,SAW,2011,1346.2711012141417,5
1125_2011,61,68,10,316,13.4,34.036,SAW,2011,909.8439494674669,5
1127_2011,61,70,10,316,11.8,29.972,SAW,2011,705.5394938953559,5
1128_2011,61,71,10,316,9.9,25.146,POLE,2011,496.62400026345756,5
1129_2011,61,74,10,316,9.5,24.13,POLE,2011,457.3034998854917,5
113_2011,6,654,30,762,12.5,31.75,SAW,2011,791.7304360898402,2
1130_2011,61,79,10,371,7.3,18.541999999999998,POLE,2011,270.0244156110565,2
1131_2011,61,80,10,316,19.1,48.514,SAW,2011,1848.5195544955816,5
1132_2011,61,81,10,316,15.3,38.862,SAW,2011,1186.1515378193326,5
1135_2011,61,97,10,316,20.3,51.562000000000005,SAW,2011,2088.0908506128785,5
1136_2011,61,221,10,371,14.1,35.814,SAW,2011,1007.3851391937352,2
1137_2011,61,223,10,316,15.9,40.386,SAW,2011,1281.0071779063842,5
1138_2011,61,224,10,316,14.6,37.083999999999996,SAW,2011,1080.097662444226,5
1139_2011,61,284,10,316,16.6,42.164,SAW,2011,1396.2831294010648,5
114_2011,7,41,10,318,16.3,41.402,SAW,2011,1346.2711012141417,1
1140_2011,61,338,10,316,15,38.1,SAW,2011,1140.09182796937,5
1141_2011,61,478,10,316,5.4,13.716000000000001,POLE,2011,147.75590090483036,5
1142_2011,61,479,10,316,13,33.02,SAW,2011,856.3356396747714,5
1144_2011,61,482,10,316,11.4,28.956000000000003,SAW,2011,658.5170398351082,5
1145_2011,61,483,10,316,14,35.56,SAW,2011,993.1466590310957,5
1146_2011,61,486,10,316,13,33.02,SAW,2011,856.3356396747714,5
1147_2011,61,487,10,371,14.1,35.814,SAW,2011,1007.3851391937352,2
1148_2011,61,589,10,316,6.3,16.002,POLE,2011,201.11219845379682,5
1149_2011,61,590,10,316,5.6,14.223999999999998,POLE,2011,158.90346544497527,5
115_2011,7,43,10,762,19.6,49.784000000000006,SAW,2011,1946.5674517009477,2
1151_2011,61,592,10,371,11.1,28.194,SAW,2011,624.3142849960269,2
1152_2011,61,593,10,316,13.2,33.528,SAW,2011,882.8871115794799,5
1153_2011,61,664,31,97,5,12.7,POLE,2011,126.67686977437442,6
1154_2011,61,665,31,97,4.7,11.938,POLE,2011,111.93168213263726,6
1155_2011,61,666,31,97,5.7,14.478000000000002,POLE,2011,164.62925995877706,6
1156_2011,61,667,31,97,5.1,12.953999999999999,POLE,2011,131.79461531325913,6
1157_2011,61,668,31,97,5.2,13.208,POLE,2011,137.0137023479634,6
1158_2011,62,1,10,261,17.9,45.465999999999994,SAW,2011,1623.541433776292,4
1159_2011,62,9,14,531,11,27.94,SAW,2011,613.1160497079724,3
116_2011,7,45,10,371,19,48.26,SAW,2011,1829.2139995419668,2
1160_2011,62,10,14,531,11.4,28.956000000000003,SAW,2011,658.5170398351082,3
1163_2011,62,92,10,316,12.4,31.496000000000002,SAW,2011,779.1134198603127,5
1165_2011,62,94,10,316,15.2,38.608,SAW,2011,1170.6969597068585,5
1166_2011,62,95,10,316,10.8,27.432000000000002,SAW,2011,591.0236036193214,5
1167_2011,62,98,10,316,17,43.18,SAW,2011,1464.3846145917685,5
1168_2011,62,220,10,316,16.2,41.147999999999996,SAW,2011,1329.8031081434729,5
117_2011,7,47,10,541,17,43.18,SAW,2011,1464.3846145917685,7
1170_2011,62,332,10,316,14.5,36.83,SAW,2011,1065.3524748024888,5
1172_2011,62,469,10,531,14.4,36.576,SAW,2011,1050.7086286565714,3
1173_2011,62,470,10,316,13,33.02,SAW,2011,856.3356396747714,5
1174_2011,62,471,10,316,13.4,34.036,SAW,2011,909.8439494674669,5
1175_2011,62,472,10,316,14.1,35.814,SAW,2011,1007.3851391937352,5
1176_2011,62,473,10,316,13.8,35.052,SAW,2011,964.9737231932746,5
1177_2011,62,474,10,316,11.7,29.718,SAW,2011,693.6318681365647,5
1178_2011,62,475,10,316,15.2,38.608,SAW,2011,1170.6969597068585,5
1179_2011,62,476,10,316,14.8,37.592000000000006,SAW,2011,1109.8920622151595,5
118_2011,7,48,10,541,16.9,42.925999999999995,SAW,2011,1447.207231050363,7
1180_2011,62,594,10,316,12.9,32.766,SAW,2011,843.2119159661459,5
1181_2011,62,597,10,316,11.7,29.718,SAW,2011,693.6318681365647,5
1182_2011,62,662,30,316,10.7,27.177999999999997,SAW,2011,580.129392818725,5
1183_2011,62,663,30,316,11.1,28.194,SAW,2011,624.3142849960269,5
1185_2011,64,37,10,318,28.7,72.898,SAW,2011,4173.698834578179,1
1186_2011,64,38,10,261,21.7,55.118,SAW,2011,2386.0348483222074,4
1187_2011,64,90,10,531,15.6,39.624,SAW,2011,1233.1233211316705,3
1188_2011,64,95,10,531,13.9,35.306000000000004,SAW,2011,979.0095203642757,3
1189_2011,64,100,10,97,15.8,40.132000000000005,SAW,2011,1264.9445508189935,6
119_2011,7,53,10,371,18.9,48.006,SAW,2011,1810.0097860841715,2
1190_2011,64,399,10,371,17.2,43.687999999999995,SAW,2011,1499.043406162037,2
1191_2011,64,402,10,261,14.3,36.322,SAW,2011,1036.1661240064732,4
1193_2011,64,514,10,746,7,17.78,POLE,2011,248.28666475777393,2
1194_2011,64,515,10,316,7.9,20.066000000000003,POLE,2011,316.2361377047484,5
1195_2011,64,516,10,316,6.9,17.526,POLE,2011,241.24343079831866,5
1196_2011,64,517,10,371,9.4,23.876,POLE,2011,447.72672853054905,2
1197_2011,64,518,10,531,13.9,35.306000000000004,SAW,2011,979.0095203642757,3
1198_2011,64,631,31,371,4.6,11.684,POLE,2011,107.2193025770305,2
1199_2011,64,632,31,746,6.7,17.018,POLE,2011,227.46098736686673,2
12_2011,1,493,10,316,13.8,35.052,SAW,2011,964.9737231932746,5
120_2011,7,54,10,371,18.4,46.736,SAW,2011,1715.508841232488,2
1200_2011,64,633,31,318,4.7,11.938,POLE,2011,111.93168213263726,1
1201_2011,64,634,31,531,5.1,12.953999999999999,POLE,2011,131.79461531325913,3
1202_2011,64,635,30,531,11,27.94,SAW,2011,613.1160497079724,3
1203_2011,65,410,10,97,5.5,13.97,POLE,2011,153.2790124269931,6
1204_2011,65,411,14,97,10.6,26.924,SAW,2011,569.3365235139484,6
1205_2011,65,412,10,371,9.5,24.13,POLE,2011,457.3034998854917,2
1207_2011,65,414,10,531,6.4,16.256,POLE,2011,207.5473834383351,3
1209_2011,65,416,10,531,14.3,36.322,SAW,2011,1036.1661240064732,3
121_2011,7,58,10,318,18,45.72,SAW,2011,1641.7322322758928,1
1210_2011,65,480,10,531,15.1,38.354,SAW,2011,1155.3437230902045,3
1211_2011,65,499,10,316,15.1,38.354,SAW,2011,1155.3437230902045,5
1212_2011,65,501,10,371,5.3,13.462,POLE,2011,142.3341308784871,2
1214_2011,65,503,10,97,5.1,12.953999999999999,POLE,2011,131.79461531325913,6
1215_2011,65,504,10,531,7.6,19.304,POLE,2011,292.6742399267146,3
1216_2011,65,505,10,97,14.1,35.814,SAW,2011,1007.3851391937352,6
1217_2011,65,587,10,316,15.2,38.608,SAW,2011,1170.6969597068585,5
1218_2011,65,588,10,531,8.8,22.352000000000004,POLE,2011,392.39427181310236,3
1219_2011,65,636,31,999,4.6,11.684,POLE,2011,107.2193025770305,4
122_2011,7,59,10,371,19.1,48.514,SAW,2011,1848.5195544955816,2
1220_2011,65,637,31,999,5.1,12.953999999999999,POLE,2011,131.79461531325913,4
1221_2011,66,71,10,318,30.8,78.232,SAW,2011,4806.829829710502,1
1222_2011,66,75,10,318,35.7,90.67800000000001,SAW,2011,6457.9361503497,1
1223_2011,66,219,10,531,13.5,34.29,SAW,2011,923.4743806551895,3
1224_2011,66,526,10,999,5.7,14.478000000000002,POLE,2011,164.62925995877706,4
1225_2011,66,647,31,371,4.7,11.938,POLE,2011,111.93168213263726,2
1226_2011,66,648,31,371,5.1,12.953999999999999,POLE,2011,131.79461531325913,2
1227_2011,66,649,31,371,5.1,12.953999999999999,POLE,2011,131.79461531325913,2
1228_2011,66,650,31,371,5.1,12.953999999999999,POLE,2011,131.79461531325913,2
1229_2011,66,651,31,541,4.8,12.192,POLE,2011,116.74540318406349,7
1230_2011,66,652,31,541,4.6,11.684,POLE,2011,107.2193025770305,7
1231_2011,66,653,31,371,4.8,12.192,POLE,2011,116.74540318406349,2
1232_2011,66,654,31,371,5.5,13.97,POLE,2011,153.2790124269931,2
1233_2011,66,655,31,371,4.9,12.446000000000002,POLE,2011,121.66046573130923,2
1234_2011,66,656,31,999,5.6,14.223999999999998,POLE,2011,158.90346544497527,4
1235_2011,66,657,30,531,11.5,29.21,SAW,2011,670.1206411064408,3
1236_2011,66,658,30,531,11.6,29.464,SAW,2011,681.8255838735929,3
1237_2011,66,659,30,531,11.1,28.194,SAW,2011,624.3142849960269,3
1238_2011,66,661,30,531,11,27.94,SAW,2011,613.1160497079724,3
1239_2011,67,5,10,371,23.2,58.928,SAW,2011,2727.3023354943716,2
124_2011,7,64,10,541,20.7,52.577999999999996,SAW,2011,2171.190877184868,7
1240_2011,67,6,10,97,15.1,38.354,SAW,2011,1155.3437230902045,6
1242_2011,67,8,10,531,13,33.02,SAW,2011,856.3356396747714,3
1243_2011,67,11,10,531,12.6,32.004,SAW,2011,804.4487938151873,3
1245_2011,67,14,10,97,15.8,40.132000000000005,SAW,2011,1264.9445508189935,6
1246_2011,67,25,10,261,18.9,48.006,SAW,2011,1810.0097860841715,4
1247_2011,67,271,10,261,18.8,47.752,SAW,2011,1790.9069141221962,4
1248_2011,67,403,10,531,7.1,18.034,POLE,2011,255.4312402130486,3
1249_2011,67,404,10,531,9.2,23.368,POLE,2011,428.877210308122,3
125_2011,7,425,10,261,14.4,36.576,SAW,2011,1050.7086286565714,4
1250_2011,67,405,10,316,15,38.1,SAW,2011,1140.09182796937,5
1251_2011,67,419,10,261,18.9,48.006,SAW,2011,1810.0097860841715,4
1252_2011,67,582,10,531,4.9,12.446000000000002,POLE,2011,121.66046573130923,3
1253_2011,67,583,10,531,8.7,22.098,POLE,2011,383.526890928896,3
1254_2011,67,584,10,531,6,15.24,POLE,2011,182.41469247509917,3
1255_2011,67,585,10,531,7.3,18.541999999999998,POLE,2011,270.0244156110565,3
1256_2011,67,586,10,316,13.5,34.29,SAW,2011,923.4743806551895,5
1257_2011,67,683,30,531,11.9,30.226000000000003,SAW,2011,717.5484611499667,3
1258_2011,68,17,10,531,10.4,26.416,POLE,2011,548.0548093918536,3
1259_2011,68,19,10,531,15.3,38.862,SAW,2011,1186.1515378193326,3
126_2011,7,426,10,371,14.8,37.592000000000006,SAW,2011,1109.8920622151595,2
1261_2011,68,23,10,318,28,71.12,SAW,2011,3972.586636124383,1
1262_2011,68,24,10,261,21,53.34,SAW,2011,2234.5799828199656,4
1263_2011,68,25,10,261,16,40.64,SAW,2011,1297.171146489594,4
1264_2011,68,245,10,531,9.2,23.368,POLE,2011,428.877210308122,3
1265_2011,68,248,10,531,10.1,25.654,POLE,2011,516.8922994273574,3
1267_2011,68,355,10,531,9.2,23.368,POLE,2011,428.877210308122,3
1268_2011,68,407,10,531,9.4,23.876,POLE,2011,447.72672853054905,3
1269_2011,68,408,10,531,6.6,16.764,POLE,2011,220.72177789486997,3
127_2011,7,427,10,541,16.9,42.925999999999995,SAW,2011,1447.207231050363,7
1270_2011,68,501,10,531,5.3,13.462,POLE,2011,142.3341308784871,3
1271_2011,68,502,10,531,5.9,14.986,POLE,2011,176.38487347383898,3
1272_2011,68,503,10,531,12.3,31.242,SAW,2011,766.5977451266044,3
1273_2011,68,504,10,531,12.3,31.242,SAW,2011,766.5977451266044,3
1274_2011,68,696,31,531,5.3,13.462,POLE,2011,142.3341308784871,3
1275_2011,68,697,30,531,11.9,30.226000000000003,SAW,2011,717.5484611499667,3
1277_2011,69,48,10,531,14.5,36.83,SAW,2011,1065.3524748024888,3
1278_2011,69,55,10,318,27.2,69.088,SAW,2011,3748.8246133549264,1
1279_2011,69,57,10,318,26.2,66.548,SAW,2011,3478.242819516864,1
128_2011,7,428,10,371,12.9,32.766,SAW,2011,843.2119159661459,2
1280_2011,69,58,10,318,25.6,65.024,SAW,2011,3320.7581350133614,1
1281_2011,69,318,10,531,10.4,26.416,POLE,2011,548.0548093918536,3
1282_2011,69,410,10,531,6.1,15.494,POLE,2011,188.5458529721789,3
1283_2011,69,411,14,531,11.6,29.464,SAW,2011,681.8255838735929,3
1284_2011,69,413,10,531,8.1,20.573999999999998,POLE,2011,332.4507770358682,3
1287_2011,69,416,10,531,7.9,20.066000000000003,POLE,2011,316.2361377047484,3
1288_2011,69,417,10,531,14.5,36.83,SAW,2011,1065.3524748024888,3
1289_2011,69,511,10,531,6.9,17.526,POLE,2011,241.24343079831866,3
129_2011,7,430,10,371,6.4,16.256,POLE,2011,207.5473834383351,2
1290_2011,69,512,10,999,6,15.24,POLE,2011,182.41469247509917,4
1291_2011,69,513,10,531,11.2,28.447999999999997,SAW,2011,635.6138617799011,3
1292_2011,69,514,10,531,13.3,33.782000000000004,SAW,2011,896.314859775564,3
1293_2011,69,515,10,531,13.5,34.29,SAW,2011,923.4743806551895,3
1294_2011,69,516,10,531,11.7,29.718,SAW,2011,693.6318681365647,3
1296_2011,69,518,10,531,11,27.94,SAW,2011,613.1160497079724,3
1297_2011,69,671,31,999,6.5,16.51,POLE,2011,214.08390991869285,4
1298_2011,69,672,30,531,11,27.94,SAW,2011,613.1160497079724,3
1299_2011,70,32,10,318,16.1,40.894000000000005,SAW,2011,1313.4364565686242,1
13_2011,1,494,10,762,12.7,32.257999999999996,SAW,2011,817.2684930363539,2
1300_2011,70,38,10,316,18.4,46.736,SAW,2011,1715.508841232488,5
1301_2011,70,446,10,543,11.3,28.702,SAW,2011,647.014780059595,7
1302_2011,70,447,10,318,13.3,33.782000000000004,SAW,2011,896.314859775564,1
1303_2011,70,448,10,316,15.8,40.132000000000005,SAW,2011,1264.9445508189935,5
1304_2011,70,449,10,318,13.6,34.544,SAW,2011,937.2061533387316,1
1305_2011,70,450,10,541,9.4,23.876,POLE,2011,447.72672853054905,7
1306_2011,70,577,10,97,5.9,14.986,POLE,2011,176.38487347383898,6
1307_2011,70,578,10,371,7,17.78,POLE,2011,248.28666475777393,2
1308_2011,70,579,10,531,6.4,16.256,POLE,2011,207.5473834383351,3
1309_2011,70,580,10,97,12,30.48,SAW,2011,729.6587699003967,6
131_2011,7,664,30,371,11,27.94,SAW,2011,613.1160497079724,2
1310_2011,70,581,10,531,11.3,28.702,SAW,2011,647.014780059595,3
1311_2011,70,674,31,371,5.8,14.732,POLE,2011,170.45639596839823,2
1312_2011,70,675,31,371,6.2,15.748000000000001,POLE,2011,194.77835496507817,2
1313_2011,70,676,31,97,5,12.7,POLE,2011,126.67686977437442,6
1314_2011,70,677,38,999,5.7,14.478000000000002,POLE,2011,164.62925995877706,4
1315_2011,70,678,31,97,4.6,11.684,POLE,2011,107.2193025770305,6
1316_2011,70,679,31,371,5.3,13.462,POLE,2011,142.3341308784871,2
1317_2011,70,680,30,97,11.4,28.956000000000003,SAW,2011,658.5170398351082,6
1318_2011,70,681,30,371,10.6,26.924,SAW,2011,569.3365235139484,2
1319_2011,70,682,30,531,10.6,26.924,SAW,2011,569.3365235139484,3
132_2011,8,381,10,531,14.1,35.814,SAW,2011,1007.3851391937352,3
1320_2011,71,53,10,531,13.4,34.036,SAW,2011,909.8439494674669,3
1321_2011,71,54,10,261,16.1,40.894000000000005,SAW,2011,1313.4364565686242,4
1322_2011,71,57,10,531,21.6,54.864000000000004,SAW,2011,2364.0944144772857,3
1323_2011,71,61,10,97,18.5,46.99,SAW,2011,1734.206347211186,6
1324_2011,71,63,10,97,19.3,49.022000000000006,SAW,2011,1887.4346888902696,6
1326_2011,71,262,10,261,16.9,42.925999999999995,SAW,2011,1447.207231050363,4
1327_2011,71,403,10,531,12,30.48,SAW,2011,729.6587699003967,3
1328_2011,71,404,10,318,15.1,38.354,SAW,2011,1155.3437230902045,1
1329_2011,71,574,10,531,14.6,37.083999999999996,SAW,2011,1080.097662444226,3
133_2011,8,399,10,531,16.8,42.672000000000004,SAW,2011,1430.131189004778,3
1330_2011,71,575,10,531,11.8,29.972,SAW,2011,705.5394938953559,3
1331_2011,71,579,10,531,14,35.56,SAW,2011,993.1466590310957,3
1332_2011,71,627,31,371,5.3,13.462,POLE,2011,142.3341308784871,2
1333_2011,71,669,30,12,12.2,30.988,SAW,2011,754.1834118887156,4
1334_2011,71,670,30,531,12.1,30.733999999999998,SAW,2011,741.8704201466463,3
1335_2011,72,34,10,318,17.3,43.942,SAW,2011,1516.524814190901,1
1337_2011,72,36,10,531,8.2,20.828,POLE,2011,340.71010894515746,3
1338_2011,72,39,10,531,18.5,46.99,SAW,2011,1734.206347211186,3
1339_2011,72,40,10,97,10.2,25.907999999999998,POLE,2011,527.1784612530365,6
134_2011,8,432,10,531,14.6,37.083999999999996,SAW,2011,1080.097662444226,3
1341_2011,72,45,10,318,23.3,59.182,SAW,2011,2750.8642332724057,1
1342_2011,72,46,10,318,21.1,53.594,SAW,2011,2255.9123676899694,1
1344_2011,72,48,10,318,29.3,74.422,SAW,2011,4350.033037304108,1
1345_2011,72,50,10,318,18,45.72,SAW,2011,1641.7322322758928,1
1346_2011,72,243,10,371,17,43.18,SAW,2011,1464.3846145917685,2
