"aHacerSa","bHacerSa","cHacerSa","correlative","aBetulaA","bBetulaA","cBetulaA","aFagusG","bFagusG","cFagusG","aTsuga","bTsuga","cTsuga","aHacerRu","bHacerRu","cHacerRu","aPiceaRu","bPiceaRu","cPiceaRu","aFraxinusA","bFraxinusA","cFraxinusA"
25.6854148984433,-0.627448029921977,0.00869269870465467,1,76.7335705905183,-1.19517121177348,0.0087671930642248,-8.23504531113062,-0.033171080274619,0.00640736567058215,10.5770105882076,-0.320732519979824,0.00401022743922613,22.0069746639744,-0.463470684971027,0.00607252452860445,5.91398644524682,-0.25737464103112,0.00477093432469159,-21.7216342102892,0.239128977446859,0.00472105959176662
68.596518262608,-0.928262772367223,0.00897252404120919,2,-4.26161845351228,-0.375336478831868,0.00672598742844313,18.6476611901346,-0.373874792750011,0.00636401244766185,7.22565837018409,-0.285307615305094,0.00399727888737595,47.4052500092671,-0.71684363639963,0.00651416556089311,10.8590548692986,-0.343472574941987,0.00509670831360483,-16.7838805495055,-0.194281713372157,0.00605039387405889
-9.91136529612007,0.120269300485459,0.00670330561540174,3,32.7133170966965,-0.683976281247812,0.00734847492445596,-46.7916217752242,0.151747602910363,0.00600274200644828,-6.01375156340505,-0.166781108507711,0.00377136766852997,12.4643310675591,-0.446300518286044,0.00638018851144544,-17.4071004589462,-0.0037411282694541,0.0043884866848806,-19.0203679108176,-0.0319887705038494,0.00559659539146496
-27.7970523830945,-0.017389367776802,0.00733020877534541,4,36.1188826504265,-0.922609678982492,0.00778968904894592,34.3598426992875,-0.593871982098974,0.00768244470504441,15.6031361615544,-0.357982534174144,0.00414158339633679,-3.12403820225972,-0.225061146333999,0.00581744164425627,12.6288362675071,-0.32075572961756,0.00512011390141697,-14.5940556698745,-0.078378480206285,0.00567123344527514
35.7492852872527,-0.903948175616357,0.00918887274994354,5,32.2352615042537,-0.653945143357931,0.00720746836692109,-15.6882019578189,-0.0168642047775172,0.00618889503624483,-2.01937237535538,-0.203388238858937,0.00376602272952325,-57.5746454247781,0.316727906950702,0.00464348055696292,10.1083210439809,-0.358460667519316,0.00505400951060509,-42.9130474838125,0.14094027220442,0.0055153098024136
33.0990254804247,-0.590909683648595,0.00832631834081278,6,-29.0400913052981,0.071450676125715,0.00599847105961049,-3.33131247275215,-0.0371417264308847,0.00634997333610518,6.95685360908413,-0.338578234144288,0.00412874631128842,-3.45483799433077,-0.344487330179824,0.00605532901778147,-22.3741001787122,0.140808228752717,0.0041886853089756,0.33442996164886,-0.162834928902453,0.00580442604427171
-2.59711587179703,-0.273394933620214,0.00766865297739514,7,48.8697427466681,-0.794755556107876,0.00742337126837635,62.4169006955326,-0.786761654615461,0.00800351653852395,-4.37665988048118,-0.164905221217661,0.00386895183134162,26.3915235890194,-0.607473184506603,0.00669842072423089,5.09145520591587,-0.261921381231962,0.00497861522532032,36.689694746071,-0.596540470887301,0.00660419987987738
53.2105915132002,-0.912393011463033,0.00892370638748026,8,-25.1627834453568,0.0135010394454956,0.00604502274375323,-17.129152811315,-0.0822469246532375,0.00673104062530066,16.7956795096199,-0.360312119951686,0.00404454193977302,-31.7048136688454,0.077331706139077,0.00534760449468025,53.3592773770646,-0.687986127528759,0.00573491977484878,5.65332067943888,-0.131495875081828,0.00566129672039396
15.2392300063228,-0.220505533715636,0.00747166723690688,9,-71.7672667964562,0.242027288109331,0.00582838402335897,-57.9957035136067,0.666862618796278,0.00506308948803053,19.2794506589716,-0.423894289030466,0.00416276958994591,-22.0778010327816,-0.119409636614478,0.00552809386405305,28.5414344250731,-0.603285999146488,0.00558066548286989,17.7692451945228,-0.226934744038474,0.00581334492528851
14.6383860960407,-0.377888530098945,0.00786708516183923,10,25.1542152049569,-0.586683406002966,0.0072082726873587,20.716316261747,-0.620863969633075,0.00762830580716741,-3.45303424954788,-0.222423805734723,0.00393257020833407,-31.6658120333054,0.0492368091557671,0.00534235430413736,-13.4678240053817,-0.0496244473389417,0.0046666423256461,3.33168191571047,-0.248619823348141,0.00591229352189536
33.5334941732549,-0.498259504411862,0.00804929855616227,11,5.50355816968918,-0.374667684685612,0.00689536407834266,-33.224130229733,0.228333425933632,0.00560762370076256,1.15332962994761,-0.257978564505707,0.003937378381153,74.3369573137849,-1.24348043988142,0.00731556805743038,24.3890662750358,-0.444368423274477,0.00488483155376601,1.01622345567275,-0.0662492611444083,0.00546136617643941
-44.8429456171162,0.295122982287336,0.00667725181572335,12,16.9773267487389,-0.890995094629725,0.00830121749789405,53.2590607160723,-0.693396968538187,0.00760252856005206,15.5798597468093,-0.332961041038953,0.00403033826566609,16.7528670383324,-0.599339585828527,0.00636274548365166,53.0952013233642,-0.821443575762541,0.00604941855455952,-24.5541279932771,0.116357067275816,0.00549658448359172
-8.6266325415997,-0.188623746417334,0.00775416692017743,13,-59.5012361313316,0.326356676633288,0.00542319713934951,127.907815896406,-1.85550063290735,0.0103989845456189,14.6167071824562,-0.449207280609281,0.0043485181536114,9.6440602793394,-0.632708958379917,0.00702489295399982,49.19779352827,-0.601932411228053,0.00513052205572942,6.07703468563831,-0.295956697189098,0.00618692326439383
-26.8153904174015,0.181707473286188,0.00681536023856177,14,-25.361583934316,-0.0267887342166093,0.00616698730981111,-2.82367031149707,-0.317592997727552,0.0064494991558381,8.36351603959955,-0.385256417994854,0.0042570574041332,1.81374552807894,-0.18435942559273,0.00551073148290521,-18.3141830065054,0.019599681401271,0.0044652382695825,10.7959161116123,-0.293363688744862,0.00612600953596574
-12.9184804486824,-0.180750542101696,0.00787128454769952,15,16.8124436634781,-0.768863506672604,0.0076961608207699,3.97471998788553,-0.861896870967451,0.0085936820293316,6.19443430821508,-0.238621955093046,0.0039048013948165,-10.4098713463733,-0.40369536601985,0.00636186845264743,-71.4257241671895,0.563404942393194,0.00336660453168119,18.5154501534004,-0.468828962202377,0.00659665230240351
68.1535085162012,-1.03573551538424,0.00943942192104122,16,-8.94519215421604,-0.205476307227219,0.00663695706359549,11.8682841775,-0.375182942340994,0.0071425264440192,13.7424072287629,-0.333789321807148,0.00418827670495882,33.7962566085565,-0.688805834597974,0.00654142852520243,-24.03521707132,0.367823105489866,0.00343603897685735,11.8923824551105,-0.339858608726795,0.0063010380736671
-50.9271355877809,0.357786187199667,0.00664459139984954,17,9.90758446338835,-0.612927592295201,0.00752145708568513,-27.530247661683,0.455707346144786,0.00524241108420759,-20.1924621675179,-0.00851378232050868,0.00348341490963121,-36.4933182905988,0.151780180200586,0.00514030906053975,-22.9206342811864,-0.12940481410662,0.00478577889971498,-43.6359243584543,0.345210139975007,0.00492273591225843
6.9202555963669,-0.456828284298838,0.00794570017943285,18,-35.5061885396846,0.0301814900444283,0.00611780979712763,7.42199777339423,-0.182991400448591,0.00659235244755004,16.6456868545477,-0.425737100632075,0.00427027542149477,-26.3633090276179,0.191529022953936,0.00481535794093992,28.001422072959,-0.625818858047884,0.00561180356167485,-10.6805836307857,-0.00677531400423191,0.00547080660836041
