Code,Plot,Tree,TrHist,Species,DBH,DBHcm,PlotSize,Year,BasalArea,Equation
2123_2021,110,537,10,318,16,40.64,SAW,2021,1297.171146489594,1
2124_2021,110,649,10,318,12.8,32.512,SAW,2021,830.1895337533404,1
2125_2021,110,296,10,318,19.5,49.53,SAW,2021,1926.7551892682354,1
2126_2021,110,63,10,318,22.6,57.404,SAW,2021,2588.05912023838,1
2127_2021,110,720,30,531,11.2,28.447999999999997,SAW,2021,635.6138617799011,3
2129_2021,110,538,10,318,15.1,38.354,SAW,2021,1155.3437230902045,1
213_2021,11,725,30,371,10.8,27.432000000000002,SAW,2021,591.0236036193214,2
2130_2021,111,650,10,316,8,20.32,POLE,2021,324.2927866223985,5
2131_2021,111,428,10,531,8.2,20.828,POLE,2021,340.71010894515746,3
2132_2021,111,539,10,531,8.8,22.352000000000004,POLE,2021,392.39427181310236,3
2133_2021,111,651,10,316,6.1,15.494,POLE,2021,188.5458529721789,5
2134_2021,111,781,31,999,4.6,11.684,POLE,2021,107.2193025770305,4
2135_2021,111,780,31,541,5.2,13.208,POLE,2021,137.0137023479634,7
2136_2021,111,430,10,531,9,22.86,POLE,2021,410.4330580689732,3
2137_2021,111,782,31,316,5.1,12.953999999999999,POLE,2021,131.79461531325913,5
2139_2021,111,201,10,531,12.7,32.257999999999996,SAW,2021,817.2684930363539,3
214_2021,11,76,10,371,20.1,51.054,SAW,2021,2047.1488863018008,2
2140_2021,111,652,10,371,8.6,21.843999999999998,POLE,2021,374.76085154050924,2
2141_2021,111,653,10,371,6.5,16.51,POLE,2021,214.08390991869285,2
2142_2021,111,654,10,531,6.6,16.764,POLE,2021,220.72177789486997,3
2143_2021,111,783,31,531,4.7,11.938,POLE,2021,111.93168213263726,3
2144_2021,111,540,10,531,6.9,17.526,POLE,2021,241.24343079831866,3
2145_2021,111,784,31,531,5.7,14.478000000000002,POLE,2021,164.62925995877706,3
2146_2021,111,785,30,531,11.2,28.447999999999997,SAW,2021,635.6138617799011,3
2147_2021,111,655,10,531,12.2,30.988,SAW,2021,754.1834118887156,3
2148_2021,111,656,10,531,13.7,34.798,SAW,2021,951.0392675180935,3
2149_2021,111,657,10,762,14.9,37.846000000000004,SAW,2021,1124.941274344355,2
215_2021,11,46,10,371,18.8,47.752,SAW,2021,1790.9069141221962,2
2150_2021,112,784,31,316,7.9,20.066000000000003,POLE,2021,316.2361377047484,5
2151_2021,112,658,10,371,9,22.86,POLE,2021,410.4330580689732,2
2152_2021,112,785,31,371,7.5,19.05,POLE,2021,285.0229569923425,2
2153_2021,112,786,31,531,4.7,11.938,POLE,2021,111.93168213263726,3
2154_2021,112,659,10,531,7,17.78,POLE,2021,248.28666475777393,3
2155_2021,112,660,10,541,6.6,16.764,POLE,2021,220.72177789486997,7
2156_2021,112,787,31,371,5.7,14.478000000000002,POLE,2021,164.62925995877706,2
2157_2021,112,99,10,261,21.5,54.61,SAW,2021,2342.2553221281833,4
2158_2021,112,100,10,261,25.3,64.262,SAW,2021,3243.383902955173,4
2159_2021,112,788,30,531,11,27.94,SAW,2021,613.1160497079724,3
2160_2021,112,789,30,541,12.3,31.242,SAW,2021,766.5977451266044,7
2161_2021,112,790,30,541,12,30.48,SAW,2021,729.6587699003967,7
2162_2021,112,372,10,371,18.7,47.498,SAW,2021,1771.9053836560397,2
2163_2021,112,791,30,531,10.9,27.686,SAW,2021,602.0191559157371,3
2164_2021,112,792,30,541,12.6,32.004,SAW,2021,804.4487938151873,7
2165_2021,112,661,10,531,14.3,36.322,SAW,2021,1036.1661240064732,3
2166_2021,112,662,10,531,13.2,33.528,SAW,2021,882.8871115794799,3
2167_2021,113,736,31,97,5.2,13.208,POLE,2021,137.0137023479634,6
2168_2021,113,737,31,97,4.9,12.446000000000002,POLE,2021,121.66046573130923,6
2169_2021,113,738,31,97,4.7,11.938,POLE,2021,111.93168213263726,6
2170_2021,113,46,10,316,13,33.02,SAW,2021,856.3356396747714,5
2171_2021,113,47,10,316,15.1,38.354,SAW,2021,1155.3437230902045,5
2173_2021,113,50,10,371,6.5,16.51,POLE,2021,214.08390991869285,2
2174_2021,113,739,31,97,5.1,12.953999999999999,POLE,2021,131.79461531325913,6
2175_2021,113,53,10,371,11.8,29.972,SAW,2021,705.5394938953559,2
2176_2021,113,55,10,316,14.3,36.322,SAW,2021,1036.1661240064732,5
2178_2021,113,58,14,97,10.8,27.432000000000002,SAW,2021,591.0236036193214,6
2179_2021,113,59,10,371,14.7,37.338,SAW,2021,1094.944191581783,2
218_2021,11,413,10,541,18.4,46.736,SAW,2021,1715.508841232488,7
2180_2021,113,740,30,97,11.2,28.447999999999997,SAW,2021,635.6138617799011,6
2181_2021,113,60,10,316,15.7,39.878,SAW,2021,1248.9832652274222,5
2182_2021,113,279,10,97,16.4,41.656,SAW,2021,1362.8404357806298,6
2183_2021,113,741,30,97,11.3,28.702,SAW,2021,647.014780059595,6
2184_2021,113,280,10,97,15.8,40.132000000000005,SAW,2021,1264.9445508189935,6
2185_2021,113,433,10,97,15.1,38.354,SAW,2021,1155.3437230902045,6
2186_2021,113,742,30,97,11.4,28.956000000000003,SAW,2021,658.5170398351082,6
2187_2021,113,743,30,97,11,27.94,SAW,2021,613.1160497079724,6
2188_2021,113,680,10,97,12.8,32.512,SAW,2021,830.1895337533404,6
2189_2021,113,568,10,97,12.7,32.257999999999996,SAW,2021,817.2684930363539,6
219_2021,11,607,10,316,11.8,29.972,SAW,2021,705.5394938953559,5
2190_2021,113,63,10,371,24.6,62.484,SAW,2021,3066.3909805064177,2
2191_2021,113,434,10,371,11.2,28.447999999999997,SAW,2021,635.6138617799011,2
2192_2021,113,64,10,371,16.8,42.672000000000004,SAW,2021,1430.131189004778,2
2193_2021,113,435,10,316,14.8,37.592000000000006,SAW,2021,1109.8920622151595,5
2194_2021,113,744,30,97,12,30.48,SAW,2021,729.6587699003967,6
2195_2021,113,40,10,316,18.4,46.736,SAW,2021,1715.508841232488,5
2197_2021,114,710,31,531,4.7,11.938,POLE,2021,111.93168213263726,3
2199_2021,114,711,31,531,5.3,13.462,POLE,2021,142.3341308784871,3
22_2021,2,763,31,318,5.2,13.208,POLE,2021,137.0137023479634,1
220_2021,12,4,10,316,9.2,23.368,POLE,2021,428.877210308122,5
2200_2021,114,712,31,531,5.2,13.208,POLE,2021,137.0137023479634,3
2201_2021,114,713,31,531,5.9,14.986,POLE,2021,176.38487347383898,3
2202_2021,114,616,10,531,5.7,14.478000000000002,POLE,2021,164.62925995877706,3
2203_2021,114,37,10,318,21.1,53.594,SAW,2021,2255.9123676899694,1
2204_2021,114,38,10,318,21.9,55.626,SAW,2021,2430.2197404995086,1
2205_2021,114,39,10,318,25.7,65.278,SAW,2021,3346.752228691064,1
2206_2021,114,714,31,531,4.8,12.192,POLE,2021,116.74540318406349,3
2207_2021,114,617,10,531,6.3,16.002,POLE,2021,201.11219845379682,3
2208_2021,114,715,31,531,4.7,11.938,POLE,2021,111.93168213263726,3
2209_2021,114,42,10,531,13.2,33.528,SAW,2021,882.8871115794799,3
221_2021,12,5,14,316,12.2,30.988,SAW,2021,754.1834118887156,5
2211_2021,114,50,10,261,27.5,69.85,SAW,2021,3831.975310674826,4
2213_2021,114,716,30,97,11.2,28.447999999999997,SAW,2021,635.6138617799011,6
2214_2021,115,511,10,97,5.9,14.986,POLE,2021,176.38487347383898,6
2215_2021,115,510,10,97,5,12.7,POLE,2021,126.67686977437442,6
2216_2021,115,657,10,12,7.4,18.796000000000003,POLE,2021,277.4730155537899,4
2217_2021,115,427,10,97,8.9,22.606,POLE,2021,401.36299419312803,6
2218_2021,115,618,10,97,5,12.7,POLE,2021,126.67686977437442,6
2219_2021,115,428,10,97,8.7,22.098,POLE,2021,383.526890928896,6
222_2021,12,618,10,762,8.2,20.828,POLE,2021,340.71010894515746,2
2220_2021,115,429,10,97,9.8,24.892000000000003,POLE,2021,486.6418629252369,6
2221_2021,115,512,10,97,5.6,14.223999999999998,POLE,2021,158.90346544497527,6
2222_2021,115,430,10,97,9.3,23.622000000000003,POLE,2021,438.25129867142596,6
2223_2021,115,431,10,97,6.2,15.748000000000001,POLE,2021,194.77835496507817,6
2224_2021,115,620,10,97,4.9,12.446000000000002,POLE,2021,121.66046573130923,6
2225_2021,115,432,10,97,7.6,19.304,POLE,2021,292.6742399267146,6
2226_2021,115,619,10,97,4.7,11.938,POLE,2021,111.93168213263726,6
2227_2021,115,513,10,97,6.1,15.494,POLE,2021,188.5458529721789,6
2228_2021,115,9,10,97,16.5,41.910000000000004,SAW,2021,1379.511111842938,6
2229_2021,115,433,10,97,7,17.78,POLE,2021,248.28666475777393,6
223_2021,12,8,10,316,16.5,41.910000000000004,SAW,2021,1379.511111842938,5
2230_2021,115,434,10,97,5.7,14.478000000000002,POLE,2021,164.62925995877706,6
2231_2021,115,10,10,371,7.4,18.796000000000003,POLE,2021,277.4730155537899,2
2232_2021,115,514,10,97,4.6,11.684,POLE,2021,107.2193025770305,6
2233_2021,115,435,10,97,8.2,20.828,POLE,2021,340.71010894515746,6
2234_2021,115,621,10,97,5.3,13.462,POLE,2021,142.3341308784871,6
2235_2021,115,436,10,97,7.2,18.288,POLE,2021,262.67715716414284,6
2236_2021,115,12,10,261,18.4,46.736,SAW,2021,1715.508841232488,4
2237_2021,115,13,10,261,20.3,51.562000000000005,SAW,2021,2088.0908506128785,4
2238_2021,115,14,10,97,13.1,33.274,SAW,2021,869.560704879216,6
224_2021,12,9,10,316,14.9,37.846000000000004,SAW,2021,1124.941274344355,5
2240_2021,115,15,10,371,8.8,22.352000000000004,POLE,2021,392.39427181310236,2
2241_2021,115,17,10,261,11.8,29.972,SAW,2021,705.5394938953559,4
2242_2021,115,18,10,261,20.4,51.815999999999995,SAW,2021,2108.713845012146,4
2243_2021,115,623,10,371,11.4,28.956000000000003,SAW,2021,658.5170398351082,2
2244_2021,115,19,10,97,15.5,39.37,SAW,2021,1217.3647185317382,6
2245_2021,115,780,30,97,10.9,27.686,SAW,2021,602.0191559157371,6
2246_2021,115,20,10,261,18.9,48.006,SAW,2021,1810.0097860841715,4
2247_2021,115,425,10,261,15.9,40.386,SAW,2021,1281.0071779063842,4
2248_2021,115,43,10,371,19.6,49.784000000000006,SAW,2021,1946.5674517009477,2
2249_2021,115,624,10,531,13.2,33.528,SAW,2021,882.8871115794799,3
225_2021,12,10,10,316,14.8,37.592000000000006,SAW,2021,1109.8920622151595,5
2250_2021,115,22,10,261,22.8,57.912000000000006,SAW,2021,2634.068159340433,4
2251_2021,115,426,10,97,16.8,42.672000000000004,SAW,2021,1430.131189004778,6
2252_2021,115,23,10,261,21.1,53.594,SAW,2021,2255.9123676899694,4
2253_2021,115,25,10,371,15.7,39.878,SAW,2021,1248.9832652274222,2
2254_2021,116,601,10,531,5,12.7,POLE,2021,126.67686977437442,3
2256_2021,116,531,10,541,9.2,23.368,POLE,2021,428.877210308122,7
2257_2021,116,602,10,531,6.4,16.256,POLE,2021,207.5473834383351,3
2258_2021,116,532,14,541,10.7,27.177999999999997,SAW,2021,580.129392818725,7
2259_2021,116,603,10,531,5.8,14.732,POLE,2021,170.45639596839823,3
226_2021,12,619,10,541,7,17.78,POLE,2021,248.28666475777393,7
2260_2021,116,709,31,531,4.7,11.938,POLE,2021,111.93168213263726,3
2261_2021,116,533,14,541,11.9,30.226000000000003,SAW,2021,717.5484611499667,7
2262_2021,116,39,10,318,19.2,48.768,SAW,2021,1867.9264509450159,1
2263_2021,116,40,10,318,21.8,55.372,SAW,2021,2408.0766236629484,1
2264_2021,116,392,10,316,19.6,49.784000000000006,SAW,2021,1946.5674517009477,5
2265_2021,116,711,30,531,11,27.94,SAW,2021,613.1160497079724,3
2266_2021,116,710,30,371,12,30.48,SAW,2021,729.6587699003967,2
2268_2021,116,536,10,531,13.8,35.052,SAW,2021,964.9737231932746,3
2269_2021,116,537,10,318,14.9,37.846000000000004,SAW,2021,1124.941274344355,1
227_2021,12,710,31,762,4.7,11.938,POLE,2021,111.93168213263726,2
2271_2021,116,45,10,318,18.3,46.482,SAW,2021,1696.9126767496102,1
2272_2021,117,653,10,318,4.8,12.192,POLE,2021,116.74540318406349,1
2273_2021,117,654,10,318,5.8,14.732,POLE,2021,170.45639596839823,1
2274_2021,117,655,10,371,6,15.24,POLE,2021,182.41469247509917,2
2275_2021,117,656,10,531,5.8,14.732,POLE,2021,170.45639596839823,3
2277_2021,117,518,10,371,7.7,19.558,POLE,2021,300.4268643569064,2
2278_2021,117,519,10,371,8.5,21.59,POLE,2021,366.0961536479421,2
2279_2021,117,712,31,371,4.8,12.192,POLE,2021,116.74540318406349,2
228_2021,12,620,10,531,5.8,14.732,POLE,2021,170.45639596839823,3
2280_2021,117,520,10,371,9.4,23.876,POLE,2021,447.72672853054905,2
2282_2021,117,521,10,541,7.4,18.796000000000003,POLE,2021,277.4730155537899,7
2283_2021,117,523,10,541,7.7,19.558,POLE,2021,300.4268643569064,7
2284_2021,117,525,10,371,7.3,18.541999999999998,POLE,2021,270.0244156110565,2
2285_2021,117,528,10,371,6.8,17.272,POLE,2021,234.3015383346829,2
2286_2021,117,657,10,371,5,12.7,POLE,2021,126.67686977437442,2
2287_2021,117,658,10,371,5.3,13.462,POLE,2021,142.3341308784871,2
2288_2021,117,713,31,531,5.2,13.208,POLE,2021,137.0137023479634,3
2289_2021,117,529,10,316,9.8,24.892000000000003,POLE,2021,486.6418629252369,5
229_2021,12,711,31,762,6.5,16.51,POLE,2021,214.08390991869285,2
2290_2021,117,659,10,371,6.5,16.51,POLE,2021,214.08390991869285,2
2291_2021,117,715,31,531,4.9,12.446000000000002,POLE,2021,121.66046573130923,3
2292_2021,117,530,10,541,7.8,19.812,POLE,2021,308.28083028291763,7
2293_2021,117,660,10,371,6.6,16.764,POLE,2021,220.72177789486997,2
2294_2021,117,661,10,371,7.1,18.034,POLE,2021,255.4312402130486,2
2295_2021,117,662,10,531,5.4,13.716000000000001,POLE,2021,147.75590090483036,3
2296_2021,117,714,31,531,5.2,13.208,POLE,2021,137.0137023479634,3
2297_2021,117,416,10,541,18.9,48.006,SAW,2021,1810.0097860841715,7
2298_2021,117,417,10,531,13.4,34.036,SAW,2021,909.8439494674669,3
2299_2021,118,701,31,97,5.5,13.97,POLE,2021,153.2790124269931,6
23_2021,2,5,10,318,9.5,24.13,POLE,2021,457.3034998854917,1
230_2021,12,13,10,371,10.5,26.67,POLE,2021,558.6449957049914,2
2300_2021,118,490,10,531,8,20.32,POLE,2021,324.2927866223985,3
2301_2021,118,515,10,531,7.1,18.034,POLE,2021,255.4312402130486,3
2302_2021,118,672,10,531,7.1,18.034,POLE,2021,255.4312402130486,3
2303_2021,118,702,31,531,4.8,12.192,POLE,2021,116.74540318406349,3
2304_2021,118,514,10,97,4.9,12.446000000000002,POLE,2021,121.66046573130923,6
2306_2021,118,704,31,531,5.5,13.97,POLE,2021,153.2790124269931,3
2307_2021,118,703,31,531,4.9,12.446000000000002,POLE,2021,121.66046573130923,3
2308_2021,118,673,10,531,5.8,14.732,POLE,2021,170.45639596839823,3
2309_2021,118,705,31,531,4.7,11.938,POLE,2021,111.93168213263726,3
231_2021,12,712,31,999,6.9,17.526,POLE,2021,241.24343079831866,4
2310_2021,118,706,31,531,5.1,12.953999999999999,POLE,2021,131.79461531325913,3
2311_2021,118,4,10,316,18.7,47.498,SAW,2021,1771.9053836560397,5
2312_2021,118,460,10,316,14,35.56,SAW,2021,993.1466590310957,5
2313_2021,118,707,30,371,11.5,29.21,SAW,2021,670.1206411064408,2
2315_2021,118,709,38,531,10.6,26.924,SAW,2021,569.3365235139484,3
2316_2021,118,708,30,531,11.6,29.464,SAW,2021,681.8255838735929,3
2317_2021,118,21,10,318,22.4,56.895999999999994,SAW,2021,2542.4554471196043,1
2318_2021,119,562,10,318,8.2,20.828,POLE,2021,340.71010894515746,1
2319_2021,119,741,31,531,4.7,11.938,POLE,2021,111.93168213263726,3
232_2021,12,713,31,762,5.4,13.716000000000001,POLE,2021,147.75590090483036,2
2320_2021,119,740,38,531,4.6,11.684,POLE,2021,107.2193025770305,3
2321_2021,119,79,10,371,25.3,64.262,SAW,2021,3243.383902955173,2
2322_2021,119,80,10,371,24.7,62.738,SAW,2021,3091.371659225924,2
2323_2021,119,83,10,318,17.5,44.45,SAW,2021,1551.791654736087,1
2324_2021,119,90,10,371,24.4,61.976,SAW,2021,3016.7336475548623,2
2325_2021,119,431,10,318,17.9,45.465999999999994,SAW,2021,1623.541433776292,1
2326_2021,119,93,10,318,23.3,59.182,SAW,2021,2750.8642332724057,1
2327_2021,119,742,30,318,10.9,27.686,SAW,2021,602.0191559157371,1
2328_2021,119,94,10,316,18.6,47.24400000000001,SAW,2021,1753.0051946857038,5
2329_2021,119,563,10,318,15.8,40.132000000000005,SAW,2021,1264.9445508189935,1
233_2021,12,28,10,371,14.1,35.814,SAW,2021,1007.3851391937352,2
2330_2021,119,95,10,316,19.6,49.784000000000006,SAW,2021,1946.5674517009477,5
2331_2021,120,82,10,316,16.7,42.418,SAW,2021,1413.1564884550114,5
2332_2021,120,67,10,316,16.4,41.656,SAW,2021,1362.8404357806298,5
2333_2021,120,437,10,97,7.2,18.288,POLE,2021,262.67715716414284,6
2334_2021,120,438,10,97,5.3,13.462,POLE,2021,142.3341308784871,6
2335_2021,120,351,10,97,6.3,16.002,POLE,2021,201.11219845379682,6
2336_2021,120,69,10,97,14.6,37.083999999999996,SAW,2021,1080.097662444226,6
2337_2021,120,439,10,97,10,25.4,POLE,2021,506.7074790974977,6
2338_2021,120,350,10,97,5.9,14.986,POLE,2021,176.38487347383898,6
2339_2021,120,70,10,371,25.9,65.786,SAW,2021,3399.0444405339244,2
234_2021,12,621,10,746,7.6,19.304,POLE,2021,292.6742399267146,2
2340_2021,120,71,10,316,13.7,34.798,SAW,2021,951.0392675180935,5
2341_2021,120,441,10,97,5,12.7,POLE,2021,126.67686977437442,6
2342_2021,120,72,10,97,7.3,18.541999999999998,POLE,2021,270.0244156110565,6
2343_2021,120,73,10,97,9,22.86,POLE,2021,410.4330580689732,6
2344_2021,120,586,10,97,6.1,15.494,POLE,2021,188.5458529721789,6
2345_2021,120,442,10,999,9.1,23.114,POLE,2021,419.6044634406379,4
2346_2021,120,443,10,999,8.1,20.573999999999998,POLE,2021,332.4507770358682,4
2348_2021,120,76,10,316,15.3,38.862,SAW,2021,1186.1515378193326,5
2349_2021,120,587,10,371,13.9,35.306000000000004,SAW,2021,979.0095203642757,2
235_2021,12,622,10,746,6,15.24,POLE,2021,182.41469247509917,2
2350_2021,120,588,10,371,13.1,33.274,SAW,2021,869.560704879216,2
2352_2021,120,339,10,316,15.1,38.354,SAW,2021,1155.3437230902045,5
2353_2021,120,349,10,316,15.8,40.132000000000005,SAW,2021,1264.9445508189935,5
2355_2021,120,760,30,97,11.3,28.702,SAW,2021,647.014780059595,6
2356_2021,120,761,30,97,11.4,28.956000000000003,SAW,2021,658.5170398351082,6
2357_2021,120,762,30,97,11,27.94,SAW,2021,613.1160497079724,6
2359_2021,120,763,30,97,12.1,30.733999999999998,SAW,2021,741.8704201466463,6
236_2021,12,714,30,541,12.5,31.75,SAW,2021,791.7304360898402,7
2360_2021,120,444,10,316,14.2,36.068,SAW,2021,1021.7249608521944,5
2361_2021,120,627,10,97,12,30.48,SAW,2021,729.6587699003967,6
2362_2021,120,764,30,316,10.6,26.924,SAW,2021,569.3365235139484,5
2363_2021,120,628,10,316,12,30.48,SAW,2021,729.6587699003967,5
2364_2021,120,445,10,316,15,38.1,SAW,2021,1140.09182796937,5
2365_2021,121,521,10,97,6,15.24,POLE,2021,182.41469247509917,6
2367_2021,121,94,10,97,9.4,23.876,POLE,2021,447.72672853054905,6
2368_2021,121,483,10,12,8.2,20.828,POLE,2021,340.71010894515746,4
2369_2021,121,282,10,97,9.8,24.892000000000003,POLE,2021,486.6418629252369,6
237_2021,12,419,10,541,19.1,48.514,SAW,2021,1848.5195544955816,7
2370_2021,121,484,10,97,5.3,13.462,POLE,2021,142.3341308784871,6
2371_2021,121,96,10,97,9.5,24.13,POLE,2021,457.3034998854917,6
2372_2021,121,283,10,97,10.4,26.416,POLE,2021,548.0548093918536,6
2373_2021,121,486,10,97,6.1,15.494,POLE,2021,188.5458529721789,6
2374_2021,121,284,10,97,6.6,16.764,POLE,2021,220.72177789486997,6
2375_2021,121,485,10,316,9,22.86,POLE,2021,410.4330580689732,5
2376_2021,121,523,10,316,5.4,13.716000000000001,POLE,2021,147.75590090483036,5
2377_2021,121,320,10,97,7.5,19.05,POLE,2021,285.0229569923425,6
2378_2021,121,501,10,12,11.9,30.226000000000003,SAW,2021,717.5484611499667,4
2379_2021,121,488,10,97,6.5,16.51,POLE,2021,214.08390991869285,6
238_2021,12,259,10,746,18.7,47.498,SAW,2021,1771.9053836560397,2
2380_2021,121,285,10,97,6.7,17.018,POLE,2021,227.46098736686673,6
2381_2021,121,524,10,97,6.4,16.256,POLE,2021,207.5473834383351,6
2382_2021,121,489,10,97,7.1,18.034,POLE,2021,255.4312402130486,6
2383_2021,121,490,10,97,8.4,21.336000000000002,POLE,2021,357.5327972511945,6
2384_2021,121,318,10,97,11.5,29.21,SAW,2021,670.1206411064408,6
2385_2021,121,491,10,97,7.7,19.558,POLE,2021,300.4268643569064,6
2386_2021,121,312,10,97,7.6,19.304,POLE,2021,292.6742399267146,6
2387_2021,121,492,10,97,6,15.24,POLE,2021,182.41469247509917,6
2388_2021,121,487,10,97,5.5,13.97,POLE,2021,153.2790124269931,6
2389_2021,121,493,10,97,5.5,13.97,POLE,2021,153.2790124269931,6
239_2021,12,399,10,97,14.5,36.83,SAW,2021,1065.3524748024888,6
2390_2021,121,287,10,97,9.3,23.622000000000003,POLE,2021,438.25129867142596,6
2391_2021,121,286,10,97,8.5,21.59,POLE,2021,366.0961536479421,6
2392_2021,121,289,10,97,10.4,26.416,POLE,2021,548.0548093918536,6
2393_2021,121,288,14,97,11.3,28.702,SAW,2021,647.014780059595,6
2394_2021,121,99,10,97,9.2,23.368,POLE,2021,428.877210308122,6
2395_2021,121,317,10,97,5.5,13.97,POLE,2021,153.2790124269931,6
2396_2021,121,494,10,97,6,15.24,POLE,2021,182.41469247509917,6
2397_2021,121,316,10,12,7.6,19.304,POLE,2021,292.6742399267146,4
2398_2021,121,624,10,12,5.4,13.716000000000001,POLE,2021,147.75590090483036,4
2399_2021,121,495,10,97,7.3,18.541999999999998,POLE,2021,270.0244156110565,6
24_2021,2,547,10,318,7.9,20.066000000000003,POLE,2021,316.2361377047484,1
240_2021,13,701,31,746,5.5,13.97,POLE,2021,153.2790124269931,2
2400_2021,121,313,10,97,6.5,16.51,POLE,2021,214.08390991869285,6
2401_2021,121,496,10,97,6,15.24,POLE,2021,182.41469247509917,6
2402_2021,121,1,10,97,11.9,30.226000000000003,SAW,2021,717.5484611499667,6
2403_2021,121,625,10,97,12.6,32.004,SAW,2021,804.4487938151873,6
2404_2021,121,745,30,97,10.7,27.177999999999997,SAW,2021,580.129392818725,6
2405_2021,121,746,30,97,11.3,28.702,SAW,2021,647.014780059595,6
2406_2021,121,626,10,97,12.4,31.496000000000002,SAW,2021,779.1134198603127,6
2407_2021,121,747,30,12,11.3,28.702,SAW,2021,647.014780059595,4
2408_2021,122,663,10,97,5,12.7,POLE,2021,126.67686977437442,6
2409_2021,122,664,10,541,6.5,16.51,POLE,2021,214.08390991869285,7
241_2021,13,798,31,746,5.8,14.732,POLE,2021,170.45639596839823,2
2410_2021,122,665,10,541,6.2,15.748000000000001,POLE,2021,194.77835496507817,7
2411_2021,122,666,10,541,7.5,19.05,POLE,2021,285.0229569923425,7
2412_2021,122,65,10,318,17.4,44.196,SAW,2021,1534.107563715584,1
2413_2021,122,667,10,541,6.5,16.51,POLE,2021,214.08390991869285,7
2414_2021,122,668,10,541,7.7,19.558,POLE,2021,300.4268643569064,7
2415_2021,122,755,31,371,5.6,14.223999999999998,POLE,2021,158.90346544497527,2
2416_2021,122,669,10,371,5.8,14.732,POLE,2021,170.45639596839823,2
2417_2021,122,670,10,371,7.3,18.541999999999998,POLE,2021,270.0244156110565,2
2418_2021,122,671,10,371,6.6,16.764,POLE,2021,220.72177789486997,2
2419_2021,122,672,10,531,5.8,14.732,POLE,2021,170.45639596839823,3
242_2021,13,799,31,746,6,15.24,POLE,2021,182.41469247509917,2
2421_2021,122,756,31,371,5.3,13.462,POLE,2021,142.3341308784871,2
2423_2021,122,757,31,531,4.7,11.938,POLE,2021,111.93168213263726,3
2424_2021,122,675,10,531,13.1,33.274,SAW,2021,869.560704879216,3
2425_2021,122,538,10,531,15,38.1,SAW,2021,1140.09182796937,3
2426_2021,122,758,30,531,11,27.94,SAW,2021,613.1160497079724,3
2427_2021,122,676,10,531,13.2,33.528,SAW,2021,882.8871115794799,3
2428_2021,122,677,10,531,13,33.02,SAW,2021,856.3356396747714,3
2429_2021,122,76,10,541,27.1,68.834,SAW,2021,3721.3103972399335,7
243_2021,13,797,31,371,6.2,15.748000000000001,POLE,2021,194.77835496507817,2
2430_2021,122,77,10,531,21.9,55.626,SAW,2021,2430.2197404995086,3
2431_2021,122,78,10,531,17.8,45.212,SAW,2021,1605.4519767725121,3
2432_2021,122,414,10,531,17,43.18,SAW,2021,1464.3846145917685,3
2433_2021,122,531,10,371,15.9,40.386,SAW,2021,1281.0071779063842,2
2434_2021,123,368,10,531,9.4,23.876,POLE,2021,447.72672853054905,3
2435_2021,123,750,31,316,6,15.24,POLE,2021,182.41469247509917,5
2436_2021,123,751,31,531,5,12.7,POLE,2021,126.67686977437442,3
2437_2021,123,752,31,531,6.3,16.002,POLE,2021,201.11219845379682,3
2438_2021,123,753,30,371,11.2,28.447999999999997,SAW,2021,635.6138617799011,2
2439_2021,123,14,10,316,30.2,76.708,SAW,2021,4621.374892360818,5
244_2021,13,702,31,97,4.6,11.684,POLE,2021,107.2193025770305,6
2440_2021,123,541,10,371,16.5,41.910000000000004,SAW,2021,1379.511111842938,2
2441_2021,123,542,10,531,14.1,35.814,SAW,2021,1007.3851391937352,3
2442_2021,123,754,30,371,11.3,28.702,SAW,2021,647.014780059595,2
2443_2021,123,676,10,371,13.3,33.782000000000004,SAW,2021,896.314859775564,2
2444_2021,124,18,10,318,12.5,31.75,SAW,2021,791.7304360898402,1
2445_2021,124,411,10,531,10.2,25.907999999999998,POLE,2021,527.1784612530365,3
2447_2021,124,443,14,531,11,27.94,SAW,2021,613.1160497079724,3
2448_2021,124,412,10,97,7.1,18.034,POLE,2021,255.4312402130486,6
2449_2021,124,21,10,97,8.6,21.843999999999998,POLE,2021,374.76085154050924,6
245_2021,13,615,10,746,9.1,23.114,POLE,2021,419.6044634406379,2
2451_2021,124,721,31,531,4.6,11.684,POLE,2021,107.2193025770305,3
2454_2021,124,29,10,531,17.7,44.958,SAW,2021,1587.4638612645506,3
2455_2021,124,545,10,318,14.6,37.083999999999996,SAW,2021,1080.097662444226,1
2456_2021,124,30,10,318,19.1,48.514,SAW,2021,1848.5195544955816,1
2457_2021,124,31,10,318,16.7,42.418,SAW,2021,1413.1564884550114,1
2458_2021,124,722,30,318,10.9,27.686,SAW,2021,602.0191559157371,1
2459_2021,124,396,10,531,13.6,34.544,SAW,2021,937.2061533387316,3
246_2021,13,703,31,541,4.7,11.938,POLE,2021,111.93168213263726,7
2460_2021,124,407,10,531,13,33.02,SAW,2021,856.3356396747714,3
2461_2021,124,33,10,531,23.8,60.452000000000005,SAW,2021,2870.1938445998667,3
2462_2021,124,35,10,318,24.3,61.722,SAW,2021,2992.0569933228144,1
2464_2021,125,413,10,97,9.3,23.622000000000003,POLE,2021,438.25129867142596,6
2465_2021,125,76,10,97,11.6,29.464,SAW,2021,681.8255838735929,6
