"resultados_df.PloKg_Ha","resultados_df.mg_ha","total_mean_mg_ha","total_sd_mgha","CV"
144917.662527201,72.4588312636004,71.24,1.32,1.86
143790.507646999,71.8952538234997,71.24,1.32,1.86
140136.366876181,70.0681834380907,71.24,1.32,1.86
137623.450003074,68.8117250015369,71.24,1.32,1.86
143867.203599579,71.9336017997895,71.24,1.32,1.86
138002.081736446,69.001040868223,71.24,1.32,1.86
142851.370438038,71.4256852190192,71.24,1.32,1.86
143995.977741734,71.9979888708671,71.24,1.32,1.86
143627.186862721,71.8135934313607,71.24,1.32,1.86
142740.975960291,71.3704879801457,71.24,1.32,1.86
143417.493368798,71.708746684399,71.24,1.32,1.86
138141.299214236,69.0706496071181,71.24,1.32,1.86
141495.558971869,70.7477794859346,71.24,1.32,1.86
145176.723562199,72.5883617810996,71.24,1.32,1.86
138256.243234663,69.1281216173316,71.24,1.32,1.86
139872.727470024,69.9363637350121,71.24,1.32,1.86
145325.360708298,72.6626803541488,71.24,1.32,1.86
141777.901936905,70.8889509684523,71.24,1.32,1.86
143727.729866616,71.863864933308,71.24,1.32,1.86
144810.414053681,72.4052070268405,71.24,1.32,1.86
139588.034788058,69.794017394029,71.24,1.32,1.86
140770.484176535,70.3852420882673,71.24,1.32,1.86
142160.840254307,71.0804201271537,71.24,1.32,1.86
142239.669485875,71.1198347429373,71.24,1.32,1.86
141242.257580719,70.6211287903595,71.24,1.32,1.86
140185.304111819,70.0926520559094,71.24,1.32,1.86
137390.841491283,68.6954207456413,71.24,1.32,1.86
138991.698168497,69.4958490842487,71.24,1.32,1.86
145575.291841636,72.787645920818,71.24,1.32,1.86
141597.797229827,70.7988986149137,71.24,1.32,1.86
143178.573681367,71.5892868406836,71.24,1.32,1.86
141400.565289364,70.7002826446822,71.24,1.32,1.86
137567.246839698,68.7836234198492,71.24,1.32,1.86
143694.477086581,71.8472385432904,71.24,1.32,1.86
146894.013916061,73.4470069580305,71.24,1.32,1.86
148463.569165364,74.2317845826822,71.24,1.32,1.86
140743.69081228,70.3718454061401,71.24,1.32,1.86
141761.894559885,70.8809472799426,71.24,1.32,1.86
148149.016601884,74.0745083009422,71.24,1.32,1.86
141466.047123074,70.7330235615369,71.24,1.32,1.86
142391.098476393,71.1955492381966,71.24,1.32,1.86
143672.18649743,71.836093248715,71.24,1.32,1.86
145123.264894627,72.5616324473135,71.24,1.32,1.86
142035.851971832,71.0179259859159,71.24,1.32,1.86
141092.714926773,70.5463574633864,71.24,1.32,1.86
147316.973707913,73.6584868539566,71.24,1.32,1.86
146355.903593952,73.1779517969761,71.24,1.32,1.86
146418.891259171,73.2094456295855,71.24,1.32,1.86
142556.316155458,71.2781580777288,71.24,1.32,1.86
142598.254746573,71.2991273732865,71.24,1.32,1.86
144074.512269247,72.0372561346236,71.24,1.32,1.86
140704.792463278,70.3523962316391,71.24,1.32,1.86
141283.984044218,70.6419920221091,71.24,1.32,1.86
142142.938900328,71.0714694501639,71.24,1.32,1.86
142508.805894003,71.2544029470014,71.24,1.32,1.86
141279.848792395,70.6399243961976,71.24,1.32,1.86
140693.88550859,70.3469427542951,71.24,1.32,1.86
139152.347532565,69.5761737662825,71.24,1.32,1.86
144821.930686209,72.4109653431046,71.24,1.32,1.86
147761.436393865,73.8807181969325,71.24,1.32,1.86
143968.311199658,71.984155599829,71.24,1.32,1.86
145955.221769068,72.9776108845338,71.24,1.32,1.86
143817.1338995,71.9085669497502,71.24,1.32,1.86
143988.918905738,71.9944594528689,71.24,1.32,1.86
140725.22130152,70.3626106507598,71.24,1.32,1.86
144238.68344381,72.1193417219048,71.24,1.32,1.86
141166.195189725,70.5830975948625,71.24,1.32,1.86
143089.489777933,71.5447448889665,71.24,1.32,1.86
142944.032986339,71.4720164931694,71.24,1.32,1.86
139971.215016017,69.9856075080085,71.24,1.32,1.86
143217.545075171,71.6087725375854,71.24,1.32,1.86
143551.1999067,71.7755999533501,71.24,1.32,1.86
144300.293033416,72.1501465167081,71.24,1.32,1.86
142916.999072034,71.4584995360171,71.24,1.32,1.86
150381.942120836,75.1909710604178,71.24,1.32,1.86
142577.904940929,71.2889524704645,71.24,1.32,1.86
144129.70144791,72.0648507239552,71.24,1.32,1.86
143538.051316104,71.7690256580522,71.24,1.32,1.86
144292.166253533,72.1460831267667,71.24,1.32,1.86
139971.790689476,69.9858953447381,71.24,1.32,1.86
140182.753867533,70.0913769337664,71.24,1.32,1.86
143895.975498737,71.9479877493684,71.24,1.32,1.86
144172.982196865,72.0864910984325,71.24,1.32,1.86
140509.513362496,70.2547566812481,71.24,1.32,1.86
142513.316151049,71.2566580755246,71.24,1.32,1.86
139587.323994172,69.7936619970858,71.24,1.32,1.86
144711.729793448,72.3558648967241,71.24,1.32,1.86
143784.297392656,71.8921486963281,71.24,1.32,1.86
140628.631215537,70.3143156077684,71.24,1.32,1.86
140224.237429215,70.1121187146077,71.24,1.32,1.86
141016.292954901,70.5081464774504,71.24,1.32,1.86
140553.186604773,70.2765933023863,71.24,1.32,1.86
145032.24209107,72.5161210455348,71.24,1.32,1.86
138851.320172028,69.425660086014,71.24,1.32,1.86
134220.450306522,67.1102251532609,71.24,1.32,1.86
140018.594336291,70.0092971681457,71.24,1.32,1.86
142707.170070391,71.3535850351954,71.24,1.32,1.86
143724.909323728,71.8624546618638,71.24,1.32,1.86
141817.773483845,70.9088867419223,71.24,1.32,1.86
142155.848257407,71.0779241287036,71.24,1.32,1.86
144723.412286444,72.3617061432219,71.24,1.32,1.86
144922.373494956,72.4611867474781,71.24,1.32,1.86
140080.342938978,70.0401714694892,71.24,1.32,1.86
142427.565994704,71.2137829973522,71.24,1.32,1.86
144117.317467692,72.0586587338458,71.24,1.32,1.86
142323.709892667,71.1618549463336,71.24,1.32,1.86
138741.497568082,69.3707487840412,71.24,1.32,1.86
146716.805575879,73.3584027879397,71.24,1.32,1.86
142193.180555964,71.0965902779821,71.24,1.32,1.86
145359.501765358,72.679750882679,71.24,1.32,1.86
144016.281320386,72.0081406601928,71.24,1.32,1.86
141014.478158657,70.5072390793286,71.24,1.32,1.86
139046.518974409,69.5232594872046,71.24,1.32,1.86
142691.569524355,71.3457847621775,71.24,1.32,1.86
144159.520926058,72.0797604630288,71.24,1.32,1.86
143463.233715339,71.7316168576697,71.24,1.32,1.86
140134.12785399,70.067063926995,71.24,1.32,1.86
140060.502367657,70.0302511838283,71.24,1.32,1.86
140462.460090392,70.2312300451958,71.24,1.32,1.86
139407.885935046,69.7039429675229,71.24,1.32,1.86
144221.83585415,72.110917927075,71.24,1.32,1.86
141518.509718015,70.7592548590077,71.24,1.32,1.86
146654.447018701,73.3272235093504,71.24,1.32,1.86
139024.481410297,69.5122407051485,71.24,1.32,1.86
140855.166373548,70.427583186774,71.24,1.32,1.86
144618.538578154,72.309269289077,71.24,1.32,1.86
144136.288324922,72.0681441624609,71.24,1.32,1.86
143306.201831316,71.6531009156581,71.24,1.32,1.86
144776.505911349,72.3882529556744,71.24,1.32,1.86
145856.350490559,72.9281752452797,71.24,1.32,1.86
147677.893761944,73.8389468809719,71.24,1.32,1.86
142108.257758215,71.0541288791074,71.24,1.32,1.86
141037.28734327,70.5186436716348,71.24,1.32,1.86
144594.663731023,72.2973318655117,71.24,1.32,1.86
143018.860217518,71.5094301087588,71.24,1.32,1.86
147192.624229826,73.5963121149127,71.24,1.32,1.86
140431.276048855,70.2156380244274,71.24,1.32,1.86
144508.032472483,72.2540162362417,71.24,1.32,1.86
140264.965318534,70.1324826592672,71.24,1.32,1.86
144705.4154985,72.3527077492502,71.24,1.32,1.86
141301.745096194,70.6508725480968,71.24,1.32,1.86
142700.561210866,71.3502806054332,71.24,1.32,1.86
144667.580064217,72.3337900321083,71.24,1.32,1.86
138633.036056231,69.3165180281153,71.24,1.32,1.86
146450.049090043,73.2250245450215,71.24,1.32,1.86
142189.787898141,71.0948939490703,71.24,1.32,1.86
143328.019703472,71.6640098517363,71.24,1.32,1.86
141090.651007068,70.545325503534,71.24,1.32,1.86
142923.80347428,71.4619017371399,71.24,1.32,1.86
143804.770170085,71.9023850850423,71.24,1.32,1.86
139875.192403323,69.9375962016614,71.24,1.32,1.86
143344.039431825,71.6720197159126,71.24,1.32,1.86
143166.371512651,71.5831857563254,71.24,1.32,1.86
142788.478889787,71.3942394448937,71.24,1.32,1.86
142267.64654927,71.1338232746348,71.24,1.32,1.86
140519.023860184,70.2595119300921,71.24,1.32,1.86
140393.712441888,70.1968562209438,71.24,1.32,1.86
141136.257159178,70.5681285795889,71.24,1.32,1.86
143306.171837926,71.6530859189628,71.24,1.32,1.86
141483.026279403,70.7415131397015,71.24,1.32,1.86
141897.7083727,70.9488541863499,71.24,1.32,1.86
145667.614121811,72.8338070609056,71.24,1.32,1.86
143028.747187091,71.5143735935453,71.24,1.32,1.86
138054.148856568,69.0270744282838,71.24,1.32,1.86
145470.764847439,72.7353824237195,71.24,1.32,1.86
137026.756837934,68.5133784189668,71.24,1.32,1.86
142989.138356122,71.4945691780609,71.24,1.32,1.86
141633.781483673,70.8168907418364,71.24,1.32,1.86
149129.819876837,74.5649099384184,71.24,1.32,1.86
141529.621033656,70.7648105168281,71.24,1.32,1.86
139317.351648358,69.6586758241788,71.24,1.32,1.86
144390.05282545,72.195026412725,71.24,1.32,1.86
146520.932116342,73.2604660581712,71.24,1.32,1.86
144092.386500276,72.0461932501381,71.24,1.32,1.86
141688.01393059,70.844006965295,71.24,1.32,1.86
144511.799824522,72.2558999122609,71.24,1.32,1.86
144227.198716467,72.1135993582334,71.24,1.32,1.86
141256.92258556,70.6284612927802,71.24,1.32,1.86
144487.310760201,72.2436553801006,71.24,1.32,1.86
143869.402298325,71.9347011491623,71.24,1.32,1.86
145857.07456739,72.9285372836952,71.24,1.32,1.86
143578.949602358,71.7894748011792,71.24,1.32,1.86
140122.992503576,70.0614962517878,71.24,1.32,1.86
143593.501361039,71.7967506805194,71.24,1.32,1.86
142363.737393676,71.1818686968382,71.24,1.32,1.86
144759.815877314,72.3799079386571,71.24,1.32,1.86
144404.337135356,72.202168567678,71.24,1.32,1.86
144643.320906405,72.3216604532024,71.24,1.32,1.86
142069.400596253,71.0347002981266,71.24,1.32,1.86
147376.666008023,73.6883330040117,71.24,1.32,1.86
140769.026329153,70.3845131645765,71.24,1.32,1.86
147091.309663007,73.5456548315035,71.24,1.32,1.86
142549.913212598,71.2749566062989,71.24,1.32,1.86
144133.810280833,72.0669051404164,71.24,1.32,1.86
139964.047574011,69.9820237870053,71.24,1.32,1.86
136563.03368506,68.2815168425301,71.24,1.32,1.86
140590.617493452,70.295308746726,71.24,1.32,1.86
142466.524379801,71.2332621899007,71.24,1.32,1.86
143604.279281325,71.8021396406626,71.24,1.32,1.86
141862.29453484,70.9311472674202,71.24,1.32,1.86
141927.699244043,70.9638496220215,71.24,1.32,1.86
143353.20614043,71.6766030702151,71.24,1.32,1.86
146261.038951447,73.1305194757236,71.24,1.32,1.86
140042.093320798,70.0210466603991,71.24,1.32,1.86
140954.129524213,70.4770647621066,71.24,1.32,1.86
138485.433143522,69.242716571761,71.24,1.32,1.86
142665.358279072,71.3326791395358,71.24,1.32,1.86
144197.680471131,72.0988402355656,71.24,1.32,1.86
148251.634805925,74.1258174029626,71.24,1.32,1.86
143231.21856229,71.6156092811452,71.24,1.32,1.86
139470.972937584,69.7354864687922,71.24,1.32,1.86
140309.181367394,70.1545906836969,71.24,1.32,1.86
141816.381805731,70.9081909028653,71.24,1.32,1.86
138690.279090536,69.3451395452682,71.24,1.32,1.86
145664.36898874,72.8321844943701,71.24,1.32,1.86
143474.792971332,71.737396485666,71.24,1.32,1.86
141518.704528531,70.7593522642654,71.24,1.32,1.86
145516.370016419,72.7581850082094,71.24,1.32,1.86
143064.94779487,71.5324738974348,71.24,1.32,1.86
142936.603161401,71.4683015807003,71.24,1.32,1.86
146000.171341632,73.0000856708157,71.24,1.32,1.86
142934.750952664,71.4673754763322,71.24,1.32,1.86
142280.28736077,71.1401436803849,71.24,1.32,1.86
147334.294045568,73.6671470227838,71.24,1.32,1.86
142290.630050565,71.1453150252823,71.24,1.32,1.86
143957.908617246,71.978954308623,71.24,1.32,1.86
141314.027084384,70.6570135421919,71.24,1.32,1.86
141298.604584854,70.6493022924271,71.24,1.32,1.86
141639.202760032,70.819601380016,71.24,1.32,1.86
140016.31456655,70.0081572832752,71.24,1.32,1.86
139547.362882454,69.7736814412269,71.24,1.32,1.86
141081.225290526,70.5406126452631,71.24,1.32,1.86
136553.632907731,68.2768164538656,71.24,1.32,1.86
141642.296045528,70.8211480227638,71.24,1.32,1.86
141187.900775055,70.5939503875273,71.24,1.32,1.86
147534.146713424,73.7670733567122,71.24,1.32,1.86
143946.533906589,71.9732669532945,71.24,1.32,1.86
143841.642024799,71.9208210123993,71.24,1.32,1.86
144682.551632561,72.3412758162805,71.24,1.32,1.86
141705.479983678,70.8527399918388,71.24,1.32,1.86
143783.735510715,71.8918677553577,71.24,1.32,1.86
139703.486949886,69.8517434749428,71.24,1.32,1.86
142472.884957362,71.2364424786812,71.24,1.32,1.86
141200.096309931,70.6000481549657,71.24,1.32,1.86
146191.125064466,73.095562532233,71.24,1.32,1.86
142344.916774271,71.1724583871357,71.24,1.32,1.86
141771.859224271,70.8859296121354,71.24,1.32,1.86
143669.740597629,71.8348702988145,71.24,1.32,1.86
136607.245722681,68.3036228613406,71.24,1.32,1.86
144144.506066682,72.072253033341,71.24,1.32,1.86
141606.22650527,70.8031132526351,71.24,1.32,1.86
142816.672244523,71.4083361222615,71.24,1.32,1.86
141612.350760844,70.806175380422,71.24,1.32,1.86
143480.33661769,71.7401683088452,71.24,1.32,1.86
141693.500973334,70.8467504866672,71.24,1.32,1.86
146437.902446588,73.2189512232939,71.24,1.32,1.86
140840.148218062,70.420074109031,71.24,1.32,1.86
143592.15415933,71.7960770796651,71.24,1.32,1.86
145123.082419523,72.5615412097615,71.24,1.32,1.86
141513.682757773,70.7568413788863,71.24,1.32,1.86
142787.30111974,71.3936505598701,71.24,1.32,1.86
142913.318573701,71.4566592868503,71.24,1.32,1.86
140990.441944633,70.4952209723165,71.24,1.32,1.86
141188.069419479,70.5940347097393,71.24,1.32,1.86
144803.437223314,72.4017186116569,71.24,1.32,1.86
143382.248864009,71.6911244320046,71.24,1.32,1.86
139825.226431155,69.9126132155777,71.24,1.32,1.86
139305.168383134,69.6525841915668,71.24,1.32,1.86
142497.450322583,71.2487251612917,71.24,1.32,1.86
138794.62443269,69.3973122163448,71.24,1.32,1.86
144052.10681236,72.0260534061802,71.24,1.32,1.86
144432.03275694,72.2160163784702,71.24,1.32,1.86
141558.153022074,70.779076511037,71.24,1.32,1.86
147225.095161686,73.612547580843,71.24,1.32,1.86
142365.299697086,71.1826498485432,71.24,1.32,1.86
141321.33897238,70.6606694861898,71.24,1.32,1.86
138854.175967484,69.4270879837422,71.24,1.32,1.86
142597.631541552,71.2988157707758,71.24,1.32,1.86
143134.260938708,71.5671304693539,71.24,1.32,1.86
139981.502808575,69.9907514042877,71.24,1.32,1.86
142721.322475497,71.3606612377485,71.24,1.32,1.86
140001.369287182,70.0006846435908,71.24,1.32,1.86
145439.18885796,72.7195944289802,71.24,1.32,1.86
142078.536919179,71.0392684595896,71.24,1.32,1.86
147215.516285028,73.607758142514,71.24,1.32,1.86
144310.503321272,72.1552516606359,71.24,1.32,1.86
142056.313513699,71.0281567568496,71.24,1.32,1.86
139551.423361813,69.7757116809066,71.24,1.32,1.86
137343.942528064,68.6719712640319,71.24,1.32,1.86
141123.900559891,70.5619502799456,71.24,1.32,1.86
142526.015116515,71.2630075582575,71.24,1.32,1.86
145317.463361791,72.6587316808953,71.24,1.32,1.86
144454.161238835,72.2270806194173,71.24,1.32,1.86
147244.842888529,73.6224214442643,71.24,1.32,1.86
143147.153131602,71.573576565801,71.24,1.32,1.86
140095.05757748,70.0475287887399,71.24,1.32,1.86
144680.062668844,72.3400313344222,71.24,1.32,1.86
144287.22333149,72.143611665745,71.24,1.32,1.86
140248.432736801,70.1242163684003,71.24,1.32,1.86
143965.40319807,71.9827015990348,71.24,1.32,1.86
139621.707417969,69.8108537089845,71.24,1.32,1.86
145496.176075502,72.7480880377508,71.24,1.32,1.86
141140.243718842,70.5701218594211,71.24,1.32,1.86
137898.389617862,68.9491948089311,71.24,1.32,1.86
138202.042173804,69.1010210869018,71.24,1.32,1.86
143699.826311248,71.849913155624,71.24,1.32,1.86
143409.512264015,71.7047561320077,71.24,1.32,1.86
149222.667933232,74.611333966616,71.24,1.32,1.86
139928.81782433,69.9644089121651,71.24,1.32,1.86
150027.233168072,75.0136165840358,71.24,1.32,1.86
140420.024429423,70.2100122147113,71.24,1.32,1.86
142824.946586744,71.4124732933718,71.24,1.32,1.86
140737.601316245,70.3688006581227,71.24,1.32,1.86
144375.058752402,72.1875293762009,71.24,1.32,1.86
139327.008536228,69.6635042681141,71.24,1.32,1.86
137193.966567524,68.596983283762,71.24,1.32,1.86
140615.674646299,70.3078373231497,71.24,1.32,1.86
142874.241571051,71.4371207855256,71.24,1.32,1.86
139019.108682367,69.5095543411833,71.24,1.32,1.86
141052.702699308,70.5263513496539,71.24,1.32,1.86
145291.131680241,72.6455658401204,71.24,1.32,1.86
141496.740091065,70.7483700455324,71.24,1.32,1.86
141425.585762188,70.712792881094,71.24,1.32,1.86
142460.24939629,71.2301246981448,71.24,1.32,1.86
140950.77482208,70.4753874110398,71.24,1.32,1.86
141134.641753247,70.5673208766234,71.24,1.32,1.86
140955.644245798,70.4778221228988,71.24,1.32,1.86
140766.019772553,70.3830098862765,71.24,1.32,1.86
147523.947046389,73.7619735231944,71.24,1.32,1.86
143532.512409733,71.7662562048665,71.24,1.32,1.86
145475.3981701,72.73769908505,71.24,1.32,1.86
145123.314883065,72.5616574415323,71.24,1.32,1.86
139168.934489642,69.5844672448209,71.24,1.32,1.86
136793.410836578,68.3967054182891,71.24,1.32,1.86
143351.660380972,71.6758301904861,71.24,1.32,1.86
141525.686671178,70.7628433355888,71.24,1.32,1.86
140560.887300357,70.2804436501784,71.24,1.32,1.86
140238.389922941,70.1191949614706,71.24,1.32,1.86
140881.255208188,70.4406276040939,71.24,1.32,1.86
144263.996939987,72.1319984699936,71.24,1.32,1.86
144164.936387915,72.0824681939577,71.24,1.32,1.86
145916.334952682,72.9581674763409,71.24,1.32,1.86
139348.152639179,69.6740763195896,71.24,1.32,1.86
140558.225667658,70.2791128338292,71.24,1.32,1.86
143009.182299994,71.5045911499972,71.24,1.32,1.86
143250.812010581,71.6254060052906,71.24,1.32,1.86
146625.691299095,73.3128456495477,71.24,1.32,1.86
140612.937514573,70.3064687572864,71.24,1.32,1.86
141270.185741816,70.635092870908,71.24,1.32,1.86
141874.484312395,70.9372421561974,71.24,1.32,1.86
142304.70194241,71.1523509712051,71.24,1.32,1.86
144288.755078013,72.1443775390067,71.24,1.32,1.86
142124.646122242,71.062323061121,71.24,1.32,1.86
142082.913572721,71.0414567863607,71.24,1.32,1.86
140629.986918008,70.3149934590039,71.24,1.32,1.86
143070.918571775,71.5354592858875,71.24,1.32,1.86
139410.208270539,69.7051041352694,71.24,1.32,1.86
137805.622180284,68.902811090142,71.24,1.32,1.86
140284.635219255,70.1423176096273,71.24,1.32,1.86
142608.058176145,71.3040290880725,71.24,1.32,1.86
143477.4758176,71.7387379087999,71.24,1.32,1.86
142862.525644514,71.4312628222568,71.24,1.32,1.86
136373.494556855,68.1867472784277,71.24,1.32,1.86
140519.235414072,70.259617707036,71.24,1.32,1.86
141795.476452395,70.8977382261977,71.24,1.32,1.86
142844.346529706,71.4221732648529,71.24,1.32,1.86
143702.164181715,71.8510820908577,71.24,1.32,1.86
143858.184095,71.9290920475001,71.24,1.32,1.86
143041.326753682,71.520663376841,71.24,1.32,1.86
143665.054068546,71.8325270342728,71.24,1.32,1.86
142137.429721008,71.0687148605038,71.24,1.32,1.86
137498.647331546,68.749323665773,71.24,1.32,1.86
144690.888330662,72.3454441653309,71.24,1.32,1.86
141303.6619545,70.6518309772498,71.24,1.32,1.86
140089.141122167,70.0445705610837,71.24,1.32,1.86
140652.859671464,70.326429835732,71.24,1.32,1.86
145174.657929727,72.5873289648635,71.24,1.32,1.86
139219.180768168,69.6095903840842,71.24,1.32,1.86
143397.184535049,71.6985922675243,71.24,1.32,1.86
140390.224241199,70.1951121205997,71.24,1.32,1.86
140539.402639551,70.2697013197756,71.24,1.32,1.86
143184.16744342,71.5920837217102,71.24,1.32,1.86
142769.636974791,71.3848184873953,71.24,1.32,1.86
140600.399393253,70.3001996966266,71.24,1.32,1.86
139982.624619171,69.9913123095856,71.24,1.32,1.86
142955.816200542,71.4779081002708,71.24,1.32,1.86
141377.792238195,70.6888961190976,71.24,1.32,1.86
137191.815741902,68.5959078709511,71.24,1.32,1.86
146963.298413906,73.4816492069532,71.24,1.32,1.86
141914.780118938,70.9573900594688,71.24,1.32,1.86
144591.714443009,72.2958572215047,71.24,1.32,1.86
146820.061094183,73.4100305470916,71.24,1.32,1.86
137178.320537588,68.589160268794,71.24,1.32,1.86
144281.235489364,72.1406177446819,71.24,1.32,1.86
141201.876852368,70.600938426184,71.24,1.32,1.86
143716.729006037,71.8583645030186,71.24,1.32,1.86
140819.209179057,70.4096045895285,71.24,1.32,1.86
145054.975689366,72.5274878446829,71.24,1.32,1.86
141678.515778027,70.8392578890134,71.24,1.32,1.86
140676.614462346,70.3383072311729,71.24,1.32,1.86
146909.739577775,73.4548697888875,71.24,1.32,1.86
146224.627594288,73.112313797144,71.24,1.32,1.86
139245.162655597,69.6225813277983,71.24,1.32,1.86
144366.59330473,72.1832966523649,71.24,1.32,1.86
140259.495405489,70.1297477027443,71.24,1.32,1.86
145144.120883611,72.5720604418056,71.24,1.32,1.86
137727.642582123,68.8638212910615,71.24,1.32,1.86
141791.65278426,70.8958263921299,71.24,1.32,1.86
140084.81368638,70.0424068431898,71.24,1.32,1.86
139459.115257182,69.7295576285911,71.24,1.32,1.86
145752.573424132,72.8762867120659,71.24,1.32,1.86
143223.265215983,71.6116326079917,71.24,1.32,1.86
144389.543009655,72.1947715048275,71.24,1.32,1.86
142333.764181297,71.1668820906485,71.24,1.32,1.86
138706.900269071,69.3534501345355,71.24,1.32,1.86
139958.659870811,69.9793299354056,71.24,1.32,1.86
141636.637611712,70.8183188058558,71.24,1.32,1.86
139672.679124558,69.8363395622792,71.24,1.32,1.86
141051.843621506,70.5259218107528,71.24,1.32,1.86
145537.355046587,72.7686775232937,71.24,1.32,1.86
139666.632155436,69.8333160777179,71.24,1.32,1.86
140575.423497897,70.2877117489485,71.24,1.32,1.86
143639.657201314,71.8198286006568,71.24,1.32,1.86
144711.246438455,72.3556232192275,71.24,1.32,1.86
138964.731169598,69.482365584799,71.24,1.32,1.86
147922.390262958,73.9611951314792,71.24,1.32,1.86
143989.254643982,71.994627321991,71.24,1.32,1.86
140486.846593988,70.2434232969939,71.24,1.32,1.86
140637.819038108,70.3189095190538,71.24,1.32,1.86
139139.491977475,69.5697459887375,71.24,1.32,1.86
137410.774678282,68.7053873391409,71.24,1.32,1.86
140815.753911509,70.4078769557546,71.24,1.32,1.86
142368.082898115,71.1840414490573,71.24,1.32,1.86
141408.331469788,70.7041657348938,71.24,1.32,1.86
139087.448313559,69.5437241567796,71.24,1.32,1.86
144301.265914558,72.1506329572789,71.24,1.32,1.86
142457.345360299,71.2286726801494,71.24,1.32,1.86
142324.526490333,71.1622632451663,71.24,1.32,1.86
146346.327030169,73.1731635150843,71.24,1.32,1.86
139764.087318323,69.8820436591615,71.24,1.32,1.86
143556.326495611,71.7781632478055,71.24,1.32,1.86
142033.141424055,71.0165707120276,71.24,1.32,1.86
138068.813316089,69.0344066580447,71.24,1.32,1.86
138750.098284483,69.3750491422417,71.24,1.32,1.86
142583.133075556,71.2915665377779,71.24,1.32,1.86
139114.665234349,69.5573326171747,71.24,1.32,1.86
140076.582231045,70.0382911155223,71.24,1.32,1.86
142633.416687429,71.3167083437143,71.24,1.32,1.86
139615.036318813,69.8075181594064,71.24,1.32,1.86
145251.456907251,72.6257284536255,71.24,1.32,1.86
144284.542029088,72.1422710145438,71.24,1.32,1.86
142147.362762253,71.0736813811263,71.24,1.32,1.86
136629.359573314,68.314679786657,71.24,1.32,1.86
146201.296210684,73.100648105342,71.24,1.32,1.86
147723.209165625,73.8616045828127,71.24,1.32,1.86
138037.966513631,69.0189832568154,71.24,1.32,1.86
141501.143790062,70.7505718950312,71.24,1.32,1.86
144140.119602512,72.0700598012561,71.24,1.32,1.86
153143.118553846,76.5715592769228,71.24,1.32,1.86
144959.404732103,72.4797023660514,71.24,1.32,1.86
134199.918862678,67.099959431339,71.24,1.32,1.86
142425.14633552,71.21257316776,71.24,1.32,1.86
143061.956068527,71.5309780342634,71.24,1.32,1.86
142513.612043245,71.2568060216223,71.24,1.32,1.86
144834.475512978,72.4172377564891,71.24,1.32,1.86
141018.635000432,70.509317500216,71.24,1.32,1.86
143162.503188556,71.581251594278,71.24,1.32,1.86
140975.127342172,70.487563671086,71.24,1.32,1.86
144228.07485737,72.1140374286849,71.24,1.32,1.86
143320.385038348,71.6601925191741,71.24,1.32,1.86
136779.396751259,68.3896983756293,71.24,1.32,1.86
141976.799396621,70.9883996983107,71.24,1.32,1.86
142245.541915503,71.1227709577516,71.24,1.32,1.86
140048.443488828,70.0242217444139,71.24,1.32,1.86
139977.984093943,69.9889920469717,71.24,1.32,1.86
143372.783017122,71.686391508561,71.24,1.32,1.86
139179.449547144,69.5897247735721,71.24,1.32,1.86
143530.968975347,71.7654844876736,71.24,1.32,1.86
146506.101191274,73.2530505956368,71.24,1.32,1.86
143906.094586233,71.9530472931166,71.24,1.32,1.86
141582.741646354,70.7913708231771,71.24,1.32,1.86
145090.119743875,72.5450598719375,71.24,1.32,1.86
139881.097937597,69.9405489687984,71.24,1.32,1.86
141665.840408539,70.8329202042695,71.24,1.32,1.86
144566.59750395,72.283298751975,71.24,1.32,1.86
145554.750317708,72.7773751588539,71.24,1.32,1.86
141931.102109609,70.9655510548046,71.24,1.32,1.86
141412.716158709,70.7063580793544,71.24,1.32,1.86
147265.050954919,73.6325254774597,71.24,1.32,1.86
145480.965819504,72.7404829097522,71.24,1.32,1.86
141477.067771188,70.7385338855942,71.24,1.32,1.86
147064.108038211,73.5320540191054,71.24,1.32,1.86
141279.295506647,70.6396477533233,71.24,1.32,1.86
139593.986591756,69.796993295878,71.24,1.32,1.86
141606.708446066,70.8033542230328,71.24,1.32,1.86
146518.38305909,73.2591915295451,71.24,1.32,1.86
143952.147936091,71.9760739680453,71.24,1.32,1.86
146239.360685632,73.1196803428158,71.24,1.32,1.86
146141.214687437,73.0706073437183,71.24,1.32,1.86
138047.542111698,69.0237710558489,71.24,1.32,1.86
140679.00523812,70.3395026190602,71.24,1.32,1.86
140204.302251525,70.1021511257626,71.24,1.32,1.86
143338.474912463,71.6692374562316,71.24,1.32,1.86
145110.67380477,72.5553369023848,71.24,1.32,1.86
144858.516135746,72.429258067873,71.24,1.32,1.86
142873.956527111,71.4369782635553,71.24,1.32,1.86
140647.92017897,70.323960089485,71.24,1.32,1.86
144288.879615896,72.144439807948,71.24,1.32,1.86
137348.790654125,68.6743953270623,71.24,1.32,1.86
145657.98778975,72.8289938948749,71.24,1.32,1.86
142156.522479317,71.0782612396585,71.24,1.32,1.86
144411.048481478,72.2055242407391,71.24,1.32,1.86
140533.170900878,70.2665854504389,71.24,1.32,1.86
137883.168388552,68.9415841942762,71.24,1.32,1.86
142077.930045439,71.0389650227193,71.24,1.32,1.86
145192.912443414,72.5964562217069,71.24,1.32,1.86
144465.893424185,72.2329467120923,71.24,1.32,1.86
147754.125153295,73.8770625766474,71.24,1.32,1.86
