"resultados_df.PloKg_Ha","resultados_df.mg_ha","total_mean_mg_ha","total_sd_mgha","CV"
188701.490436897,94.3507452184488,94,2.09,2.22
192065.296919497,96.0326484597487,94,2.09,2.22
196099.936278438,98.0499681392188,94,2.09,2.22
189444.181644882,94.7220908224412,94,2.09,2.22
185966.274569961,92.9831372849804,94,2.09,2.22
184791.39342073,92.3956967103652,94,2.09,2.22
188398.898345952,94.1994491729761,94,2.09,2.22
190752.803759639,95.3764018798194,94,2.09,2.22
187114.754567484,93.5573772837421,94,2.09,2.22
189942.371767635,94.9711858838176,94,2.09,2.22
184464.637773348,92.2323188866738,94,2.09,2.22
182515.42929857,91.2577146492852,94,2.09,2.22
189553.864384098,94.7769321920489,94,2.09,2.22
191191.495278953,95.5957476394766,94,2.09,2.22
192296.214420443,96.1481072102214,94,2.09,2.22
195299.221269988,97.6496106349939,94,2.09,2.22
191103.359963245,95.5516799816224,94,2.09,2.22
186771.072792183,93.3855363960916,94,2.09,2.22
186707.915829953,93.3539579149766,94,2.09,2.22
187104.522076866,93.552261038433,94,2.09,2.22
180849.268824316,90.4246344121582,94,2.09,2.22
183907.637499066,91.9538187495331,94,2.09,2.22
191593.028527204,95.796514263602,94,2.09,2.22
187692.659897622,93.8463299488111,94,2.09,2.22
189637.558513492,94.8187792567459,94,2.09,2.22
189768.692900796,94.8843464503979,94,2.09,2.22
191326.381801014,95.663190900507,94,2.09,2.22
184825.702586486,92.4128512932431,94,2.09,2.22
191008.266794679,95.5041333973393,94,2.09,2.22
187019.108142315,93.5095540711576,94,2.09,2.22
195174.056676227,97.5870283381135,94,2.09,2.22
188365.616845999,94.1828084229997,94,2.09,2.22
192834.131259376,96.4170656296881,94,2.09,2.22
190318.341972106,95.1591709860532,94,2.09,2.22
185009.358089689,92.5046790448445,94,2.09,2.22
192937.264750316,96.4686323751581,94,2.09,2.22
192138.017885918,96.0690089429588,94,2.09,2.22
189089.339426555,94.5446697132775,94,2.09,2.22
187002.865741477,93.5014328707386,94,2.09,2.22
189479.303914316,94.739651957158,94,2.09,2.22
186680.408542264,93.3402042711318,94,2.09,2.22
185513.031239607,92.7565156198036,94,2.09,2.22
179409.257129121,89.7046285645604,94,2.09,2.22
186769.231853164,93.3846159265823,94,2.09,2.22
193033.302294779,96.5166511473897,94,2.09,2.22
188488.718189776,94.2443590948879,94,2.09,2.22
185596.414835348,92.7982074176738,94,2.09,2.22
187896.752353132,93.9483761765658,94,2.09,2.22
180578.201167848,90.2891005839242,94,2.09,2.22
183945.363232803,91.9726816164016,94,2.09,2.22
192152.227058646,96.076113529323,94,2.09,2.22
187462.560325467,93.7312801627336,94,2.09,2.22
193719.230643279,96.8596153216395,94,2.09,2.22
182908.142746737,91.4540713733683,94,2.09,2.22
188963.909008792,94.4819545043959,94,2.09,2.22
187164.155592631,93.5820777963157,94,2.09,2.22
189785.588381584,94.8927941907921,94,2.09,2.22
190162.49784357,95.0812489217849,94,2.09,2.22
184751.830920105,92.3759154600526,94,2.09,2.22
185595.053039692,92.7975265198461,94,2.09,2.22
194104.215912646,97.0521079563231,94,2.09,2.22
181408.636788448,90.704318394224,94,2.09,2.22
185503.491733447,92.7517458667235,94,2.09,2.22
195017.627196093,97.5088135980465,94,2.09,2.22
182455.262610697,91.2276313053486,94,2.09,2.22
178985.525092567,89.4927625462835,94,2.09,2.22
189105.883779744,94.5529418898721,94,2.09,2.22
190296.088328563,95.1480441642816,94,2.09,2.22
180489.306442589,90.2446532212944,94,2.09,2.22
189642.449339805,94.8212246699024,94,2.09,2.22
187907.630245756,93.9538151228779,94,2.09,2.22
181564.541097405,90.7822705487023,94,2.09,2.22
190367.538188858,95.1837690944288,94,2.09,2.22
183187.643412238,91.5938217061189,94,2.09,2.22
186239.743298481,93.1198716492404,94,2.09,2.22
187449.184117117,93.7245920585583,94,2.09,2.22
188806.649412628,94.4033247063139,94,2.09,2.22
192828.229021209,96.4141145106047,94,2.09,2.22
188441.468711432,94.2207343557162,94,2.09,2.22
188879.440482103,94.4397202410517,94,2.09,2.22
187142.1382767,93.57106913835,94,2.09,2.22
187272.427963496,93.636213981748,94,2.09,2.22
190178.479658819,95.0892398294095,94,2.09,2.22
185923.641401658,92.961820700829,94,2.09,2.22
191671.456813902,95.8357284069512,94,2.09,2.22
187407.045751966,93.7035228759832,94,2.09,2.22
194041.090694162,97.0205453470812,94,2.09,2.22
191032.379947344,95.5161899736722,94,2.09,2.22
183795.398617318,91.8976993086589,94,2.09,2.22
183471.865484652,91.7359327423258,94,2.09,2.22
192107.692388076,96.0538461940382,94,2.09,2.22
187926.515848751,93.9632579243756,94,2.09,2.22
187049.655887573,93.5248279437866,94,2.09,2.22
184318.26710715,92.1591335535748,94,2.09,2.22
188448.615212722,94.2243076063611,94,2.09,2.22
186637.95880966,93.3189794048301,94,2.09,2.22
189668.864057623,94.8344320288113,94,2.09,2.22
190689.89613688,95.3449480684401,94,2.09,2.22
190041.173841242,95.0205869206211,94,2.09,2.22
192737.877800702,96.3689389003512,94,2.09,2.22
188614.251242296,94.3071256211482,94,2.09,2.22
189467.165865248,94.7335829326239,94,2.09,2.22
187943.412700354,93.9717063501771,94,2.09,2.22
187569.309103613,93.7846545518064,94,2.09,2.22
185766.306851246,92.8831534256232,94,2.09,2.22
190448.08880025,95.2240444001249,94,2.09,2.22
191035.712461605,95.5178562308025,94,2.09,2.22
180801.297921413,90.4006489607067,94,2.09,2.22
188418.788485997,94.2093942429987,94,2.09,2.22
190485.203181104,95.2426015905518,94,2.09,2.22
187685.674639446,93.8428373197228,94,2.09,2.22
190685.286212633,95.3426431063167,94,2.09,2.22
194470.462028934,97.2352310144669,94,2.09,2.22
183814.022169575,91.9070110847876,94,2.09,2.22
185925.852560464,92.9629262802318,94,2.09,2.22
191349.179369137,95.6745896845686,94,2.09,2.22
193279.213299776,96.6396066498881,94,2.09,2.22
194785.218895964,97.392609447982,94,2.09,2.22
176315.965899195,88.1579829495973,94,2.09,2.22
187920.385050857,93.9601925254284,94,2.09,2.22
185767.088973795,92.8835444868975,94,2.09,2.22
187350.615116687,93.6753075583434,94,2.09,2.22
197565.657987336,98.7828289936681,94,2.09,2.22
185129.066805805,92.5645334029024,94,2.09,2.22
192965.309053871,96.4826545269353,94,2.09,2.22
189615.094508805,94.8075472544023,94,2.09,2.22
184284.475861482,92.142237930741,94,2.09,2.22
191482.027556528,95.7410137782641,94,2.09,2.22
197649.969010684,98.824984505342,94,2.09,2.22
189079.000281872,94.5395001409361,94,2.09,2.22
182616.787054881,91.3083935274405,94,2.09,2.22
190567.888897032,95.2839444485159,94,2.09,2.22
186788.548838628,93.3942744193142,94,2.09,2.22
190002.07984671,95.0010399233548,94,2.09,2.22
185298.056121974,92.6490280609868,94,2.09,2.22
187196.816159406,93.5984080797032,94,2.09,2.22
191638.740085855,95.8193700429277,94,2.09,2.22
184363.011378581,92.1815056892904,94,2.09,2.22
187411.224102115,93.7056120510577,94,2.09,2.22
187053.130069054,93.526565034527,94,2.09,2.22
190374.05882552,95.1870294127601,94,2.09,2.22
183843.235942921,91.9216179714604,94,2.09,2.22
192233.440871482,96.1167204357412,94,2.09,2.22
191163.290542752,95.5816452713758,94,2.09,2.22
187886.372881952,93.9431864409758,94,2.09,2.22
193638.151659807,96.8190758299036,94,2.09,2.22
190992.937014325,95.4964685071623,94,2.09,2.22
183626.172527611,91.8130862638053,94,2.09,2.22
188376.523238082,94.188261619041,94,2.09,2.22
187620.919474977,93.8104597374885,94,2.09,2.22
185328.570618189,92.6642853090945,94,2.09,2.22
185339.299886088,92.6696499430441,94,2.09,2.22
188329.775175689,94.1648875878447,94,2.09,2.22
192194.865955604,96.0974329778018,94,2.09,2.22
193640.931312464,96.8204656562321,94,2.09,2.22
185505.981550439,92.7529907752195,94,2.09,2.22
192925.368262275,96.4626841311374,94,2.09,2.22
187164.271059634,93.5821355298171,94,2.09,2.22
181513.597485659,90.7567987428296,94,2.09,2.22
190382.13855776,95.1910692788799,94,2.09,2.22
178535.453766976,89.267726883488,94,2.09,2.22
195512.876648558,97.7564383242788,94,2.09,2.22
190316.345530935,95.1581727654674,94,2.09,2.22
188425.857151011,94.2129285755053,94,2.09,2.22
184697.843296799,92.3489216483994,94,2.09,2.22
184516.984300057,92.2584921500285,94,2.09,2.22
178150.94074534,89.0754703726701,94,2.09,2.22
192182.361283022,96.091180641511,94,2.09,2.22
195868.207788045,97.9341038940224,94,2.09,2.22
188185.916804542,94.0929584022712,94,2.09,2.22
192369.333795944,96.184666897972,94,2.09,2.22
189838.971809043,94.9194859045213,94,2.09,2.22
184091.930346602,92.0459651733012,94,2.09,2.22
180836.846823622,90.418423411811,94,2.09,2.22
187806.592282512,93.903296141256,94,2.09,2.22
189772.988916697,94.8864944583483,94,2.09,2.22
189324.77905278,94.6623895263902,94,2.09,2.22
182769.885864344,91.3849429321721,94,2.09,2.22
186773.584854711,93.3867924273556,94,2.09,2.22
190365.504429851,95.1827522149255,94,2.09,2.22
180897.854540208,90.4489272701039,94,2.09,2.22
192946.263885484,96.473131942742,94,2.09,2.22
191515.348587875,95.7576742939375,94,2.09,2.22
187914.983915597,93.9574919577985,94,2.09,2.22
198441.592112584,99.2207960562921,94,2.09,2.22
189564.12463893,94.7820623194652,94,2.09,2.22
194942.699223756,97.4713496118778,94,2.09,2.22
184374.491787949,92.1872458939745,94,2.09,2.22
191458.625844008,95.7293129220038,94,2.09,2.22
186620.896884843,93.3104484424213,94,2.09,2.22
185142.724528853,92.5713622644263,94,2.09,2.22
191957.311676587,95.9786558382937,94,2.09,2.22
184727.290830717,92.3636454153586,94,2.09,2.22
192141.646646286,96.0708233231428,94,2.09,2.22
188443.264161127,94.2216320805633,94,2.09,2.22
193012.450145704,96.5062250728519,94,2.09,2.22
188266.715568293,94.1333577841468,94,2.09,2.22
188935.357984385,94.4676789921925,94,2.09,2.22
196056.860462593,98.0284302312965,94,2.09,2.22
187522.078488993,93.7610392444965,94,2.09,2.22
193520.938546585,96.7604692732923,94,2.09,2.22
189559.812087605,94.7799060438027,94,2.09,2.22
185940.7447089,92.9703723544502,94,2.09,2.22
189482.138620571,94.7410693102853,94,2.09,2.22
176658.630690872,88.3293153454358,94,2.09,2.22
181849.966769315,90.9249833846573,94,2.09,2.22
185078.441205235,92.5392206026173,94,2.09,2.22
182026.43527787,91.0132176389349,94,2.09,2.22
187433.070287585,93.7165351437927,94,2.09,2.22
185171.320612268,92.5856603061338,94,2.09,2.22
183338.914243188,91.6694571215941,94,2.09,2.22
189219.267909821,94.6096339549106,94,2.09,2.22
192615.352358136,96.3076761790678,94,2.09,2.22
190659.674070602,95.329837035301,94,2.09,2.22
176831.626788697,88.4158133943487,94,2.09,2.22
188820.955480822,94.4104777404108,94,2.09,2.22
194119.689975823,97.0598449879114,94,2.09,2.22
191053.869140181,95.5269345700907,94,2.09,2.22
185760.155949424,92.8800779747119,94,2.09,2.22
190740.949787231,95.3704748936154,94,2.09,2.22
187609.051179151,93.8045255895753,94,2.09,2.22
194504.744011274,97.252372005637,94,2.09,2.22
185884.840720337,92.9424203601683,94,2.09,2.22
185298.910822165,92.6494554110824,94,2.09,2.22
183911.943382691,91.9559716913457,94,2.09,2.22
187589.692912743,93.7948464563717,94,2.09,2.22
193030.764540192,96.5153822700961,94,2.09,2.22
182183.538899515,91.0917694497575,94,2.09,2.22
187834.272525517,93.9171362627587,94,2.09,2.22
187716.466504586,93.8582332522929,94,2.09,2.22
185254.868893852,92.6274344469259,94,2.09,2.22
187395.275952995,93.6976379764976,94,2.09,2.22
185193.298585796,92.5966492928979,94,2.09,2.22
185847.55928082,92.9237796404102,94,2.09,2.22
178879.111259051,89.4395556295254,94,2.09,2.22
188214.339484315,94.1071697421575,94,2.09,2.22
180462.658179479,90.2313290897395,94,2.09,2.22
190395.749906549,95.1978749532747,94,2.09,2.22
186911.495251316,93.4557476256578,94,2.09,2.22
185163.02860837,92.581514304185,94,2.09,2.22
185249.193919279,92.6245969596397,94,2.09,2.22
191431.773037637,95.7158865188187,94,2.09,2.22
183552.173243754,91.7760866218771,94,2.09,2.22
187900.611543262,93.950305771631,94,2.09,2.22
194598.732705275,97.2993663526375,94,2.09,2.22
185492.3277293,92.7461638646499,94,2.09,2.22
192503.253396011,96.2516266980054,94,2.09,2.22
183339.685378359,91.6698426891797,94,2.09,2.22
184019.577990905,92.0097889954526,94,2.09,2.22
185251.106286739,92.6255531433694,94,2.09,2.22
180719.991256619,90.3599956283095,94,2.09,2.22
188292.454131053,94.1462270655266,94,2.09,2.22
183603.475772078,91.8017378860388,94,2.09,2.22
187854.122297627,93.9270611488137,94,2.09,2.22
178448.839405309,89.2244197026545,94,2.09,2.22
185324.610305434,92.662305152717,94,2.09,2.22
180794.978437065,90.3974892185323,94,2.09,2.22
194337.037125736,97.1685185628679,94,2.09,2.22
191367.453268522,95.6837266342609,94,2.09,2.22
187951.482173536,93.9757410867679,94,2.09,2.22
186296.08813687,93.1480440684348,94,2.09,2.22
195583.246969909,97.7916234849543,94,2.09,2.22
186577.586963845,93.2887934819226,94,2.09,2.22
188897.836213539,94.4489181067693,94,2.09,2.22
185403.709774581,92.7018548872903,94,2.09,2.22
189296.51627598,94.6482581379901,94,2.09,2.22
190732.527424339,95.3662637121694,94,2.09,2.22
190991.420503258,95.4957102516291,94,2.09,2.22
190999.905174856,95.4999525874282,94,2.09,2.22
190206.287306755,95.1031436533774,94,2.09,2.22
192325.189750889,96.1625948754447,94,2.09,2.22
190859.832933974,95.4299164669872,94,2.09,2.22
190119.209479486,95.0596047397432,94,2.09,2.22
181769.022505259,90.8845112526293,94,2.09,2.22
183052.023708713,91.5260118543564,94,2.09,2.22
186038.923149701,93.0194615748508,94,2.09,2.22
193934.995564012,96.9674977820059,94,2.09,2.22
195007.782401163,97.5038912005814,94,2.09,2.22
184188.323947234,92.094161973617,94,2.09,2.22
193684.321378547,96.8421606892736,94,2.09,2.22
187551.447694417,93.7757238472083,94,2.09,2.22
188782.82165063,94.3914108253151,94,2.09,2.22
191756.498927488,95.878249463744,94,2.09,2.22
185695.133274636,92.8475666373178,94,2.09,2.22
184729.595096297,92.3647975481483,94,2.09,2.22
189740.377275627,94.8701886378136,94,2.09,2.22
187345.392049223,93.6726960246115,94,2.09,2.22
190085.898537419,95.0429492687094,94,2.09,2.22
186008.537217967,93.0042686089836,94,2.09,2.22
189890.105406984,94.9450527034922,94,2.09,2.22
186223.363009265,93.1116815046325,94,2.09,2.22
