"PlotID","resultados_df.PloKg_Ha_1981","resultados_df.mg_ha_1981","total_mean_mg_ha_1981","total_sd_mgha_1981","CV_1981","resultados_df.PloKg_Ha_2021","resultados_df.mg_ha_2021","total_mean_mg_ha_2021","total_sd_mgha_2021","CV_2021","annual_rate","Diff"
175,139920.88220313,69.9604411015652,71.24,1.32,1.86,183875.70384667,91.9378519233352,94,2.09,2.22,0.54943527054425,21.97741082177
176,140501.724062342,70.250862031171,71.24,1.32,1.86,185269.359955357,92.6346799776783,94,2.09,2.22,0.559595448662683,22.3838179465073
177,146311.248325982,73.1556241629912,71.24,1.32,1.86,193121.942122273,96.5609710611365,94,2.09,2.22,0.585133672453632,23.4053468981453
178,139015.261695385,69.5076308476926,71.24,1.32,1.86,180492.671419797,90.2463357098984,94,2.09,2.22,0.518467621555145,20.7387048622058
179,146346.330033223,73.1731650166117,71.24,1.32,1.86,193685.951372031,96.8429756860157,94,2.09,2.22,0.5917452667351,23.669810669404
180,145220.196730996,72.610098365498,71.24,1.32,1.86,192917.963703587,96.4589818517935,94,2.09,2.22,0.596222087157387,23.8488834862955
181,140511.669872727,70.2558349363634,71.24,1.32,1.86,185693.757543688,92.8468787718441,94,2.09,2.22,0.564776095887018,22.5910438354807
182,143763.491153774,71.881745576887,71.24,1.32,1.86,187815.317967864,93.9076589839319,94,2.09,2.22,0.550647835176122,22.0259134070449
183,140530.847769597,70.2654238847986,71.24,1.32,1.86,185012.400246258,92.5062001231289,94,2.09,2.22,0.556019405958258,22.2407762383303
184,144874.085157417,72.4370425787083,71.24,1.32,1.86,192385.00821342,96.1925041067099,94,2.09,2.22,0.59388653820004,23.7554615280016
185,145317.391052177,72.6586955260883,71.24,1.32,1.86,193085.708479338,96.5428542396688,94,2.09,2.22,0.597103967839513,23.8841587135805
186,142431.151605499,71.2155758027497,71.24,1.32,1.86,187812.802846868,93.906401423434,94,2.09,2.22,0.567270640517108,22.6908256206843
187,144829.654851203,72.4148274256017,71.24,1.32,1.86,190738.264602292,95.369132301146,94,2.09,2.22,0.573857621888607,22.9543048755443
188,137754.913516482,68.8774567582408,71.24,1.32,1.86,178920.111935149,89.4600559675745,94,2.09,2.22,0.514564980233343,20.5825992093337
189,146436.984294723,73.2184921473616,71.24,1.32,1.86,194303.532989715,97.1517664948575,94,2.09,2.22,0.598331858687397,23.9332743474959
190,140615.326031111,70.3076630155555,71.24,1.32,1.86,186632.202638847,93.3161013194233,94,2.09,2.22,0.575210957596695,23.0084383038678
191,145064.59103884,72.53229551942,71.24,1.32,1.86,191349.057631133,95.6745288155663,94,2.09,2.22,0.578555832403657,23.1422332961463
192,144858.407718156,72.4292038590782,71.24,1.32,1.86,192612.744839905,96.3063724199524,94,2.09,2.22,0.596929214021855,23.8771685608742
193,144428.140112612,72.2140700563058,71.24,1.32,1.86,191894.891800842,95.947445900421,94,2.09,2.22,0.59333439610288,23.7333758441152
194,139345.716673047,69.6728583365236,71.24,1.32,1.86,183451.743310192,91.7258716550958,94,2.09,2.22,0.551325332964305,22.0530133185722
