"PlotID","resultados_df.PloKg_Ha_1981","resultados_df.mg_ha_1981","total_mean_mg_ha_1981","total_sd_mgha_1981","CV_1981","resultados_df.PloKg_Ha_2021","resultados_df.mg_ha_2021","total_mean_mg_ha_2021","total_sd_mgha_2021","CV_2021","annual_rate","Diff"
2288,143560.899224065,71.7804496120327,71.24,1.32,1.86,189752.558235585,94.8762791177923,94,2.09,2.22,0.57739573764399,23.0958295057596
2289,141581.704017267,70.7908520086335,71.24,1.32,1.86,184164.713102188,92.0823565510941,94,2.09,2.22,0.532287613561515,21.2915045424606
2290,137451.188155947,68.7255940779733,71.24,1.32,1.86,179232.279043127,89.6161395215633,94,2.09,2.22,0.52226363608975,20.89054544359
2291,143671.572105239,71.8357860526196,71.24,1.32,1.86,190852.567580699,95.4262837903494,94,2.09,2.22,0.589762443443245,23.5904977377298
2292,142498.412218702,71.2492061093511,71.24,1.32,1.86,188007.725287604,94.003862643802,94,2.09,2.22,0.568866413361272,22.7546565344509
2293,139835.636477921,69.9178182389603,71.24,1.32,1.86,185397.645892927,92.6988229464636,94,2.09,2.22,0.569525117687583,22.7810047075033
2294,140156.055815217,70.0780279076087,71.24,1.32,1.86,183458.325944041,91.7291629720204,94,2.09,2.22,0.541278376610293,21.6511350644117
2295,145451.147266105,72.7255736330523,71.24,1.32,1.86,193966.177415801,96.9830887079007,94,2.09,2.22,0.60643787687121,24.2575150748484
2296,143122.462641625,71.5612313208126,71.24,1.32,1.86,189875.172670483,94.9375863352417,94,2.09,2.22,0.584408875360728,23.3763550144291
2297,138226.150373563,69.1130751867816,71.24,1.32,1.86,181586.44849763,90.7932242488148,94,2.09,2.22,0.54200372655083,21.6801490620332
2298,143541.327111948,71.7706635559739,71.24,1.32,1.86,189730.680380315,94.8653401901577,94,2.09,2.22,0.577366915854595,23.0946766341838
2299,143787.972889817,71.8939864449085,71.24,1.32,1.86,191668.889463234,95.8344447316168,94,2.09,2.22,0.598511457167707,23.9404582867083
2300,140966.864441163,70.4834322205814,71.24,1.32,1.86,185491.939385859,92.7459696929294,94,2.09,2.22,0.5565634368087,22.262537472348
2301,141076.142800129,70.5380714000645,71.24,1.32,1.86,185575.447121491,92.7877235607453,94,2.09,2.22,0.55624130401702,22.2496521606808
2302,144301.799138762,72.1508995693809,71.24,1.32,1.86,190506.496788791,95.2532483943958,94,2.09,2.22,0.577558720625373,23.1023488250149
2303,140864.845260877,70.4324226304387,71.24,1.32,1.86,186340.787350453,93.1703936752265,94,2.09,2.22,0.568449276119695,22.7379710447878
2304,143461.245067072,71.7306225335361,71.24,1.32,1.86,188905.083332669,94.4525416663347,94,2.09,2.22,0.568047978319965,22.7219191327986
2305,142546.811231854,71.273405615927,71.24,1.32,1.86,188716.672617383,94.3583363086914,94,2.09,2.22,0.57712326731911,23.0849306927644
2306,137094.669294735,68.5473346473673,71.24,1.32,1.86,179956.248866309,89.9781244331545,94,2.09,2.22,0.53576974464468,21.4307897857872
2307,147276.181623618,73.6380908118088,71.24,1.32,1.86,195143.104475226,97.5715522376131,94,2.09,2.22,0.598336535645108,23.9334614258043
2308,141540.566452376,70.7702832261882,71.24,1.32,1.86,186650.740550273,93.3253702751364,94,2.09,2.22,0.563877176223705,22.5550870489482
2309,147182.846862897,73.5914234314485,71.24,1.32,1.86,193346.09545202,96.6730477260098,94,2.09,2.22,0.577040607364032,23.0816242945613
2310,144515.534890398,72.2577674451989,71.24,1.32,1.86,190476.389212319,95.2381946061593,94,2.09,2.22,0.57451067902401,22.9804271609604
2311,142075.075598731,71.0375377993655,71.24,1.32,1.86,188081.884235025,94.0409421175126,94,2.09,2.22,0.575085107953678,23.0034043181471
2312,141244.947507269,70.6224737536344,71.24,1.32,1.86,185988.240320809,92.9941201604046,94,2.09,2.22,0.559291160169255,22.3716464067702
2313,144318.788143619,72.1593940718094,71.24,1.32,1.86,190719.657417936,95.3598287089681,94,2.09,2.22,0.580010865928967,23.2004346371587
2314,138093.939306348,69.0469696531738,71.24,1.32,1.86,180738.83557271,90.3694177863549,94,2.09,2.22,0.533061203329527,21.3224481331811
2315,138783.884867002,69.3919424335011,71.24,1.32,1.86,181761.624154913,90.8808120774567,94,2.09,2.22,0.53722174109889,21.4888696439556
2316,143255.149217159,71.6275746085795,71.24,1.32,1.86,188979.278399866,94.4896391999331,94,2.09,2.22,0.57155161478384,22.8620645913536
2317,142946.415769882,71.4732078849408,71.24,1.32,1.86,189427.46033392,94.7137301669601,94,2.09,2.22,0.581013057050482,23.2405222820193
2318,140237.945790574,70.1189728952872,71.24,1.32,1.86,185684.211899833,92.8421059499163,94,2.09,2.22,0.568078326365728,22.7231330546291
2319,137599.856582136,68.7999282910678,71.24,1.32,1.86,181551.967172215,90.7759835861074,94,2.09,2.22,0.54940138237599,21.9760552950396
2320,137527.606637596,68.7638033187982,71.24,1.32,1.86,181260.581351263,90.6302906756314,94,2.09,2.22,0.54666218392083,21.8664873568332
2321,141794.570887518,70.8972854437592,71.24,1.32,1.86,186954.580032009,93.4772900160047,94,2.09,2.22,0.564500114306137,22.5800045722455
2322,140325.432608252,70.1627163041258,71.24,1.32,1.86,185262.220440359,92.6311102201794,94,2.09,2.22,0.56170984790134,22.4683939160536
2323,143317.519418772,71.6587597093862,71.24,1.32,1.86,188740.716261092,94.3703581305462,94,2.09,2.22,0.567789960529,22.71159842116
2324,146811.953935844,73.4059769679218,71.24,1.32,1.86,195411.043711899,97.7055218559497,94,2.09,2.22,0.607488622200697,24.2995448880279
2325,138233.814991577,69.1169074957884,71.24,1.32,1.86,180839.572001649,90.4197860008245,94,2.09,2.22,0.532571962625903,21.3028785050361
2326,146561.55876939,73.2807793846951,71.24,1.32,1.86,192933.187882485,96.4665939412426,94,2.09,2.22,0.579645363913688,23.1858145565475
2327,144721.476392479,72.3607381962393,71.24,1.32,1.86,191779.300991975,95.8896504959876,94,2.09,2.22,0.588222807493707,23.5289122997483
2328,140596.372922455,70.2981864612276,71.24,1.32,1.86,186307.946133034,93.153973066517,94,2.09,2.22,0.571394665132235,22.8557866052894
2329,146415.851641138,73.207925820569,71.24,1.32,1.86,195166.109146428,97.5830545732138,94,2.09,2.22,0.60937821881612,24.3751287526448
2330,142234.34928569,71.1171746428447,71.24,1.32,1.86,188675.795490064,94.3378977450321,94,2.09,2.22,0.580518077554685,23.2207231021874
2331,141896.773867439,70.9483869337196,71.24,1.32,1.86,187688.034293909,93.8440171469544,94,2.09,2.22,0.57239075533087,22.8956302132348
2332,141837.744321112,70.9188721605558,71.24,1.32,1.86,186328.105960944,93.1640529804718,94,2.09,2.22,0.5561295204979,22.245180819916
2333,142010.84385078,71.0054219253901,71.24,1.32,1.86,186225.987972726,93.1129939863632,94,2.09,2.22,0.552689301524327,22.1075720609731
2334,143584.47573791,71.7922378689551,71.24,1.32,1.86,190020.044944022,95.0100224720109,94,2.09,2.22,0.580444615076395,23.2177846030558
2335,141446.230495574,70.7231152477871,71.24,1.32,1.86,186137.207179584,93.0686035897918,94,2.09,2.22,0.558637208550117,22.3454883420047
2336,143340.892035761,71.6704460178803,71.24,1.32,1.86,189013.314833427,94.5066574167135,94,2.09,2.22,0.57090528497083,22.8362113988332
2337,145554.680762339,72.7773403811696,71.24,1.32,1.86,191983.305771173,95.9916528855864,94,2.09,2.22,0.58035781261042,23.2143125044168
2338,144554.543426008,72.2772717130042,71.24,1.32,1.86,189199.924969446,94.5999624847231,94,2.09,2.22,0.558067269292972,22.3226907717189
2339,145143.25103548,72.5716255177401,71.24,1.32,1.86,192477.278677765,96.2386393388826,94,2.09,2.22,0.591675345528563,23.6670138211425
2340,143567.935103008,71.783967551504,71.24,1.32,1.86,188715.394983904,94.357697491952,94,2.09,2.22,0.5643432485112,22.573729940448
2341,142751.206272386,71.3756031361931,71.24,1.32,1.86,187605.576944737,93.8027884723685,94,2.09,2.22,0.560679633404385,22.4271853361754
2342,143461.19365156,71.73059682578,71.24,1.32,1.86,190221.630721836,95.1108153609182,94,2.09,2.22,0.584505463378455,23.3802185351382
2343,141878.524310803,70.9392621554013,71.24,1.32,1.86,188441.220659309,94.2206103296545,94,2.09,2.22,0.58203370435633,23.2813481742532
2344,144428.392628426,72.2141963142131,71.24,1.32,1.86,191210.872706779,95.6054363533897,94,2.09,2.22,0.584781000979415,23.3912400391766
2345,143356.872451331,71.6784362256656,71.24,1.32,1.86,190070.464091354,95.0352320456769,94,2.09,2.22,0.583919895500282,23.3567958200113
2346,151199.420829195,75.5997104145976,71.24,1.32,1.86,201987.338973367,100.993669486684,94,2.09,2.22,0.63484897680216,25.3939590720864
2347,139623.535055606,69.8117675278032,71.24,1.32,1.86,183968.868664212,91.984434332106,94,2.09,2.22,0.55431667010757,22.1726668043028
2348,146393.532616673,73.1967663083366,71.24,1.32,1.86,194414.806369011,97.2074031845055,94,2.09,2.22,0.600265921904222,24.0106368761689
2349,141370.733619172,70.6853668095861,71.24,1.32,1.86,183437.033747653,91.7185168738264,94,2.09,2.22,0.525828751606008,21.0331500642403
2350,145225.92161243,72.6129608062151,71.24,1.32,1.86,192335.592453615,96.1677962268074,94,2.09,2.22,0.588870885514807,23.5548354205923
2351,146814.51957297,73.407259786485,71.24,1.32,1.86,195229.563906431,97.6147819532154,94,2.09,2.22,0.60518805416826,24.2075221667304
2352,140550.224165431,70.2751120827155,71.24,1.32,1.86,185197.470069397,92.5987350346983,94,2.09,2.22,0.55809057379957,22.3236229519828
2353,143648.025233094,71.824012616547,71.24,1.32,1.86,192274.429115641,96.1372145578206,94,2.09,2.22,0.60783004853184,24.3132019412736
2354,139845.090880423,69.9225454402115,71.24,1.32,1.86,184382.446089706,92.1912230448531,94,2.09,2.22,0.55671694011604,22.2686776046416
2355,141552.700059902,70.776350029951,71.24,1.32,1.86,186653.184389078,93.326592194539,94,2.09,2.22,0.5637560541147,22.550242164588
2356,146539.728464063,73.2698642320317,71.24,1.32,1.86,193920.261963061,96.9601309815306,94,2.09,2.22,0.592256668737473,23.6902667494989
2357,140974.196323306,70.487098161653,71.24,1.32,1.86,184404.364045052,92.2021820225262,94,2.09,2.22,0.54287709652183,21.7150838608732
2358,140650.438378298,70.3252191891492,71.24,1.32,1.86,184191.430123284,92.0957150616421,94,2.09,2.22,0.544262396812323,21.7704958724929
2359,145064.987284826,72.5324936424131,71.24,1.32,1.86,190119.456069485,95.0597280347425,94,2.09,2.22,0.563180859808235,22.5272343923294
2360,142814.792855694,71.4073964278472,71.24,1.32,1.86,187977.983506509,93.9889917532544,94,2.09,2.22,0.56453988313518,22.5815953254072
2361,145605.981784075,72.8029908920374,71.24,1.32,1.86,193405.771775588,96.7028858877941,94,2.09,2.22,0.597497374893917,23.8998949957567
2362,138876.256089313,69.4381280446565,71.24,1.32,1.86,183402.667107708,91.7013335538541,94,2.09,2.22,0.55658013772994,22.2632055091976
2363,141239.03580875,70.6195179043749,71.24,1.32,1.86,185359.08324433,92.6795416221648,94,2.09,2.22,0.551500592944748,22.0600237177899
2364,140250.592953836,70.1252964769182,71.24,1.32,1.86,183009.34891154,91.5046744557702,94,2.09,2.22,0.5344844494713,21.379377978852
2365,145791.948520803,72.8959742604014,71.24,1.32,1.86,192811.328803811,96.4056644019055,94,2.09,2.22,0.587742253537602,23.5096901415041
2366,145434.389642011,72.7171948210053,71.24,1.32,1.86,192551.992773957,96.2759963869787,94,2.09,2.22,0.588970039149335,23.5588015659734
2367,144209.551970802,72.1047759854012,71.24,1.32,1.86,190171.667317763,95.0858336588814,94,2.09,2.22,0.574526441837005,22.9810576734802
2368,140706.244665506,70.3531223327531,71.24,1.32,1.86,186394.732955157,93.1973664775785,94,2.09,2.22,0.571106103620635,22.8442441448254
2369,139532.939517446,69.7664697587229,71.24,1.32,1.86,183340.834636654,91.6704173183272,94,2.09,2.22,0.547598688990107,21.9039475596043
2370,144149.147420841,72.0745737104204,71.24,1.32,1.86,190801.450199051,95.4007250995257,94,2.09,2.22,0.583153784727633,23.3261513891053
2371,142320.354817781,71.1601774088906,71.24,1.32,1.86,186003.252877303,93.0016264386514,94,2.09,2.22,0.54603622574402,21.8414490297608
2372,146532.865722538,73.2664328612689,71.24,1.32,1.86,195494.738635216,97.7473693176079,94,2.09,2.22,0.612023411408475,24.480936456339
2373,143108.690354353,71.5543451771765,71.24,1.32,1.86,190081.386485811,95.0406932429055,94,2.09,2.22,0.587158701643225,23.486348065729
2374,144199.215048679,72.0996075243397,71.24,1.32,1.86,191076.666052357,95.5383330261785,94,2.09,2.22,0.58596813754597,23.4387255018388
2375,143415.671532069,71.7078357660345,71.24,1.32,1.86,189701.053072177,94.8505265360884,94,2.09,2.22,0.578567269251347,23.1426907700539
2376,143101.677738915,71.5508388694574,71.24,1.32,1.86,187250.36195466,93.6251809773301,94,2.09,2.22,0.551858552696818,22.0743421078727
2377,143205.162930639,71.6025814653193,71.24,1.32,1.86,188628.522487341,94.3142612436705,94,2.09,2.22,0.56779199445878,22.7116797783512
2378,142549.514392978,71.2747571964888,71.24,1.32,1.86,188164.231058047,94.0821155290233,94,2.09,2.22,0.570183958313362,22.8073583325345
2379,140768.843001104,70.3844215005521,71.24,1.32,1.86,187174.035916083,93.5870179580416,94,2.09,2.22,0.580064911437238,23.2025964574895
2380,138730.314115667,69.3651570578333,71.24,1.32,1.86,181521.56060122,90.76078030061,94,2.09,2.22,0.534890581069417,21.3956232427767
2381,140706.490423158,70.353245211579,71.24,1.32,1.86,185543.318289371,92.7716591446854,94,2.09,2.22,0.56046034832766,22.4184139331064
2382,145980.594656388,72.9902973281938,71.24,1.32,1.86,193723.335237196,96.8616676185981,94,2.09,2.22,0.596784257260108,23.8713702904043
2383,146609.368856833,73.3046844284165,71.24,1.32,1.86,194403.510812338,97.2017554061693,94,2.09,2.22,0.59742677444382,23.8970709777528
2384,147750.088218415,73.8750441092076,71.24,1.32,1.86,196237.049143292,98.118524571646,94,2.09,2.22,0.60608701156096,24.2434804624384
2385,144259.319804636,72.1296599023181,71.24,1.32,1.86,190156.290525106,95.0781452625531,94,2.09,2.22,0.573712134005875,22.948485360235
2386,142765.83712871,71.3829185643551,71.24,1.32,1.86,189676.795524036,94.8383977620178,94,2.09,2.22,0.586386979941568,23.4554791976627
2387,144769.920804099,72.3849604020495,71.24,1.32,1.86,190615.044378933,95.3075221894667,94,2.09,2.22,0.57306404468543,22.9225617874172
2388,139929.301214805,69.9646506074026,71.24,1.32,1.86,186616.607669655,93.3083038348273,94,2.09,2.22,0.583591330685617,23.3436532274247
2389,140768.03101768,70.3840155088402,71.24,1.32,1.86,185286.036963425,92.6430184817124,94,2.09,2.22,0.556475074321805,22.2590029728722
2390,141714.656895278,70.8573284476388,71.24,1.32,1.86,185095.452369197,92.5477261845984,94,2.09,2.22,0.54225994342399,21.6903977369596
2391,145671.588329707,72.8357941648534,71.24,1.32,1.86,193110.404130564,96.5552020652822,94,2.09,2.22,0.59298519751072,23.7194079004288
2392,143216.708791827,71.6083543959137,71.24,1.32,1.86,189502.534884556,94.7512674422779,94,2.09,2.22,0.578572826159105,23.1429130463642
2393,143729.863235066,71.8649316175331,71.24,1.32,1.86,188425.35450982,94.2126772549098,94,2.09,2.22,0.558693640934418,22.3477456373767
2394,137108.194050187,68.5540970250936,71.24,1.32,1.86,178174.825363585,89.0874126817923,94,2.09,2.22,0.513332891417468,20.5333156566987
2395,144610.632700675,72.3053163503375,71.24,1.32,1.86,189997.158618474,94.9985793092368,94,2.09,2.22,0.567331573972482,22.6932629588993
2396,141254.996267621,70.6274981338104,71.24,1.32,1.86,186268.858717707,93.1344293588537,94,2.09,2.22,0.562673280626082,22.5069312250433
2397,142318.231810075,71.1591159050374,71.24,1.32,1.86,189569.48852219,94.784744261095,94,2.09,2.22,0.59064070890144,23.6256283560576
2398,138259.444331082,69.129722165541,71.24,1.32,1.86,183131.276008933,91.5656380044666,94,2.09,2.22,0.56089789597314,22.4359158389256
2399,148737.260193262,74.368630096631,71.24,1.32,1.86,197589.587021095,98.7947935105475,94,2.09,2.22,0.610654085347913,24.4261634139165
2400,142080.337306801,71.0401686534004,71.24,1.32,1.86,187823.59050966,93.9117952548299,94,2.09,2.22,0.571790665035737,22.8716266014295
2401,139002.410740838,69.501205370419,71.24,1.32,1.86,181737.907995372,90.8689539976862,94,2.09,2.22,0.53419371568168,21.3677486272672
2402,138353.820575289,69.1769102876443,71.24,1.32,1.86,181486.923592722,90.743461796361,94,2.09,2.22,0.539163787717918,21.5665515087167
2403,142227.078484761,71.1135392423807,71.24,1.32,1.86,188344.238775004,94.1721193875019,94,2.09,2.22,0.57646450362803,23.0585801451212
2404,144683.040525338,72.3415202626691,71.24,1.32,1.86,192634.720378771,96.3173601893854,94,2.09,2.22,0.599395998167907,23.9758399267163
2405,143040.481025627,71.5202405128135,71.24,1.32,1.86,187370.81518014,93.6854075900701,94,2.09,2.22,0.554129176931415,22.1651670772566
2406,140564.047465103,70.2820237325517,71.24,1.32,1.86,183915.052160078,91.9575260800392,94,2.09,2.22,0.541887558687187,21.6755023474875
2407,142049.753001163,71.0248765005815,71.24,1.32,1.86,188860.109588474,94.4300547942372,94,2.09,2.22,0.585129457341392,23.4051782936557
2408,143069.3533032,71.5346766515998,71.24,1.32,1.86,187652.069494046,93.8260347470228,94,2.09,2.22,0.557283952385575,22.291358095423
2409,142511.238845095,71.2556194225477,71.24,1.32,1.86,186991.334334677,93.4956671673386,94,2.09,2.22,0.556001193619773,22.2400477447909
2410,141911.504953308,70.9557524766538,71.24,1.32,1.86,187743.177479601,93.8715887398007,94,2.09,2.22,0.572895906578673,22.9158362631469
2411,140935.197340653,70.4675986703265,71.24,1.32,1.86,186612.945173122,93.3064725865609,94,2.09,2.22,0.57097184790586,22.8388739162344
2412,142347.028071965,71.1735140359826,71.24,1.32,1.86,188261.046210469,94.1305231052347,94,2.09,2.22,0.573925226731302,22.9570090692521
2413,142727.546868024,71.3637734340121,71.24,1.32,1.86,187542.264885407,93.7711324427033,94,2.09,2.22,0.56018397521728,22.4073590086912
2414,143809.463200368,71.9047316001839,71.24,1.32,1.86,189031.192327944,94.515596163972,94,2.09,2.22,0.565271614094703,22.6108645637881
2415,139708.139781607,69.8540698908033,71.24,1.32,1.86,183956.061483775,91.9780307418876,94,2.09,2.22,0.553099021277107,22.1239608510843
2416,139661.242720343,69.8306213601717,71.24,1.32,1.86,182100.049413758,91.0500247068792,94,2.09,2.22,0.530485083667687,21.2194033467075
2417,143064.432769675,71.5322163848377,71.24,1.32,1.86,188788.440929783,94.3942204648914,94,2.09,2.22,0.571550102001343,22.8620040800537
2418,145143.87185864,72.5719359293201,71.24,1.32,1.86,190368.57978861,95.1842898943048,94,2.09,2.22,0.565308849124617,22.6123539649847
2419,146390.671160497,73.1953355802485,71.24,1.32,1.86,193975.338234902,96.987669117451,94,2.09,2.22,0.594808338430063,23.7923335372025
2420,141200.498196656,70.600249098328,71.24,1.32,1.86,187738.497422152,93.8692487110762,94,2.09,2.22,0.581724990318705,23.2689996127482
2421,144630.618238052,72.3153091190258,71.24,1.32,1.86,189655.375067961,94.8276875339803,94,2.09,2.22,0.562809460373862,22.5123784149545
2422,144729.023109251,72.3645115546255,71.24,1.32,1.86,191230.593336827,95.6152966684135,94,2.09,2.22,0.5812696278447,23.250785113788
2423,143186.161903433,71.5930809517166,71.24,1.32,1.86,188734.176686812,94.367088343406,94,2.09,2.22,0.569350184792235,22.7740073916894
2424,144369.200888032,72.1846004440162,71.24,1.32,1.86,190321.079963275,95.1605399816377,94,2.09,2.22,0.574398488440538,22.9759395376215
2425,146857.037882783,73.4285189413914,71.24,1.32,1.86,194037.217171167,97.0186085855834,94,2.09,2.22,0.5897522411048,23.590089644192
2426,143984.403135711,71.9922015678556,71.24,1.32,1.86,190705.171539641,95.3525857698204,94,2.09,2.22,0.58400960504912,23.3603842019648
2427,140001.227335882,70.0006136679408,71.24,1.32,1.86,183619.17273525,91.8095863676252,94,2.09,2.22,0.54522431749211,21.8089726996844
2428,142546.191273097,71.2730956365483,71.24,1.32,1.86,188467.187157925,94.2335935789627,94,2.09,2.22,0.57401244856036,22.9604979424144
2429,137776.179253478,68.8880896267388,71.24,1.32,1.86,179138.392637131,89.5691963185656,94,2.09,2.22,0.51702766729567,20.6811066918268
2430,148561.822427315,74.2809112136577,71.24,1.32,1.86,200385.869459295,100.192934729647,94,2.09,2.22,0.647800587899733,25.9120235159893
2431,143350.659751763,71.6753298758814,71.24,1.32,1.86,188820.277238021,94.4101386190107,94,2.09,2.22,0.568370218578232,22.7348087431293
2432,145946.805907463,72.9734029537314,71.24,1.32,1.86,193300.780976703,96.6503904883517,94,2.09,2.22,0.591924688365508,23.6769875346203
2433,141789.892813156,70.8949464065781,71.24,1.32,1.86,189086.014470426,94.5430072352131,94,2.09,2.22,0.591201520715875,23.648060828635
2434,142310.536918698,71.1552684593491,71.24,1.32,1.86,188305.852291168,94.1529261455842,94,2.09,2.22,0.574941442155878,22.9976576862351
2435,142670.030882412,71.3350154412062,71.24,1.32,1.86,186916.953722211,93.4584768611054,94,2.09,2.22,0.55308653549748,22.1234614198992
2436,140816.298602114,70.4081493010568,71.24,1.32,1.86,183786.257800319,91.8931289001594,94,2.09,2.22,0.537124489977565,21.4849795991026
2437,146053.221865931,73.0266109329657,71.24,1.32,1.86,192488.67436213,96.2443371810652,94,2.09,2.22,0.580443156202488,23.2177262480995
2438,141477.645805287,70.7388229026435,71.24,1.32,1.86,185850.229319864,92.925114659932,94,2.09,2.22,0.554657293932213,22.1862917572885
2439,139945.90954007,69.9729547700352,71.24,1.32,1.86,182761.629135375,91.3808145676876,94,2.09,2.22,0.53519649494131,21.4078597976524
2440,140157.876988118,70.0789384940591,71.24,1.32,1.86,184770.564205724,92.3852821028622,94,2.09,2.22,0.557658590220078,22.3063436088031
2441,141460.810642107,70.7304053210535,71.24,1.32,1.86,187278.700414941,93.6393502074707,94,2.09,2.22,0.57272362216043,22.9089448864172
2442,144685.139980718,72.342569990359,71.24,1.32,1.86,191642.856299116,95.8214281495581,94,2.09,2.22,0.586971453979978,23.4788581591991
2443,138140.82606632,69.0704130331599,71.24,1.32,1.86,181905.39700194,90.9526985009699,94,2.09,2.22,0.54705713669525,21.88228546781
2444,141224.806317869,70.6124031589343,71.24,1.32,1.86,185022.578581648,92.5112892908238,94,2.09,2.22,0.547472153297237,21.8988861318895
2445,141048.069952609,70.5240349763044,71.24,1.32,1.86,184846.310928483,92.4231554642414,94,2.09,2.22,0.547478012198425,21.899120487937
2446,142547.578338752,71.2737891693759,71.24,1.32,1.86,187795.390331331,93.8976951656657,94,2.09,2.22,0.565597649907245,22.6239059962898
2447,141585.217758209,70.7926088791047,71.24,1.32,1.86,186474.4994884,93.2372497441999,94,2.09,2.22,0.56111602162738,22.4446408650952
2448,140581.768091544,70.2908840457721,71.24,1.32,1.86,183288.021840338,91.644010920169,94,2.09,2.22,0.533828171859922,21.3531268743969
2449,143541.096070314,71.7705480351568,71.24,1.32,1.86,188399.764353261,94.1998821766306,94,2.09,2.22,0.560733353536845,22.4293341414738
2450,140941.486640141,70.4707433200703,71.24,1.32,1.86,187230.693857692,93.6153469288461,94,2.09,2.22,0.578615090219395,23.1446036087758
2451,146102.029719729,73.0510148598643,71.24,1.32,1.86,194010.873409682,97.0054367048411,94,2.09,2.22,0.59886054612442,23.9544218449768
2452,141654.631386508,70.827315693254,71.24,1.32,1.86,186367.274008186,93.1836370040929,94,2.09,2.22,0.558908032770973,22.3563213108389
2453,141697.582274897,70.8487911374486,71.24,1.32,1.86,186314.013284633,93.1570066423163,94,2.09,2.22,0.557705387621693,22.3082155048677
2454,145053.600958002,72.526800479001,71.24,1.32,1.86,192602.422913872,96.3012114569358,94,2.09,2.22,0.59436027444837,23.7744109779348
2455,141034.068220431,70.5170341102155,71.24,1.32,1.86,186069.784733604,93.0348923668019,94,2.09,2.22,0.56294645641466,22.5178582565864
2456,142734.56479797,71.367282398985,71.24,1.32,1.86,188891.926193256,94.4459630966282,94,2.09,2.22,0.57696701744108,23.0786806976432
2457,141563.272084448,70.7816360422242,71.24,1.32,1.86,188027.567799484,94.013783899742,94,2.09,2.22,0.580803696437945,23.2321478575178
2458,145969.674862228,72.9848374311139,71.24,1.32,1.86,192554.065960828,96.2770329804141,94,2.09,2.22,0.582304888732505,23.2921955493002
2459,141836.437275587,70.9182186377935,71.24,1.32,1.86,187221.543539215,93.6107717696073,94,2.09,2.22,0.567313828295345,22.6925531318138
2460,140776.802523906,70.3884012619529,71.24,1.32,1.86,185602.678453932,92.801339226966,94,2.09,2.22,0.560323449125327,22.4129379650131
2461,142745.017561402,71.372508780701,71.24,1.32,1.86,189306.024840455,94.6530124202273,94,2.09,2.22,0.582012590988157,23.2805036395263
2462,145780.96765508,72.8904838275398,71.24,1.32,1.86,192719.674498011,96.3598372490054,94,2.09,2.22,0.58673383553664,23.4693534214656
2463,140591.132124806,70.2955660624029,71.24,1.32,1.86,185117.836241378,92.5589181206891,94,2.09,2.22,0.556583801457155,22.2633520582862
2464,139974.696786552,69.9873483932761,71.24,1.32,1.86,183831.029241624,91.9155146208117,94,2.09,2.22,0.54820415568839,21.9281662275356
2465,142491.260326159,71.2456301630795,71.24,1.32,1.86,185986.124498407,92.9930622492036,94,2.09,2.22,0.543685802153103,21.7474320861241
2466,142813.736731136,71.4068683655678,71.24,1.32,1.86,188053.851963721,94.0269259818606,94,2.09,2.22,0.56550144040732,22.6200576162928
2467,143942.17123791,71.971085618955,71.24,1.32,1.86,191612.781605563,95.8063908027816,94,2.09,2.22,0.595882629595665,23.8353051838266
2468,142787.881472373,71.3939407361864,71.24,1.32,1.86,187597.518506422,93.7987592532112,94,2.09,2.22,0.56012046292562,22.4048185170248
2469,137199.69120109,68.599845600545,71.24,1.32,1.86,180816.55711951,90.408278559755,94,2.09,2.22,0.54521082398025,21.80843295921
2470,140963.663174434,70.4818315872169,71.24,1.32,1.86,185250.403248213,92.6252016241063,94,2.09,2.22,0.553584250922235,22.1433700368894
2471,137099.352451721,68.5496762258606,71.24,1.32,1.86,180708.38939583,90.3541946979148,94,2.09,2.22,0.545112961801355,21.8045184720542
2472,144455.43572802,72.2277178640099,71.24,1.32,1.86,191488.459014146,95.7442295070729,94,2.09,2.22,0.587912791076575,23.516511643063
2473,140541.185526047,70.2705927630236,71.24,1.32,1.86,185788.204804184,92.8941024020918,94,2.09,2.22,0.565587740976705,22.6235096390682
2474,146525.968009188,73.262984004594,71.24,1.32,1.86,193810.420238079,96.9052101190393,94,2.09,2.22,0.591055652861132,23.6422261144453
2475,140864.007908924,70.432003954462,71.24,1.32,1.86,185540.456502922,92.7702282514608,94,2.09,2.22,0.55845560742497,22.3382242969988
2476,144360.42479818,72.1802123990898,71.24,1.32,1.86,191677.712297758,95.8388561488792,94,2.09,2.22,0.591466093744735,23.6586437497894
2477,137202.614187129,68.6013070935643,71.24,1.32,1.86,181201.93830992,90.6009691549599,94,2.09,2.22,0.54999155153489,21.9996620613956
2478,143533.470665736,71.766735332868,71.24,1.32,1.86,190734.668362657,95.3673341813283,94,2.09,2.22,0.590014971211508,23.6005988484603
2479,142925.732198884,71.4628660994418,71.24,1.32,1.86,188342.407593425,94.1712037967125,94,2.09,2.22,0.567708442431768,22.7083376972707
2480,145968.681687603,72.9843408438014,71.24,1.32,1.86,194828.303225545,97.4141516127725,94,2.09,2.22,0.610745269224277,24.4298107689711
2481,144727.013776345,72.3635068881724,71.24,1.32,1.86,191893.692280357,95.9468461401783,94,2.09,2.22,0.589583481300147,23.5833392520059
2482,140117.852621821,70.0589263109104,71.24,1.32,1.86,184919.229592224,92.4596147961121,94,2.09,2.22,0.560017212130043,22.4006884852017
