"Plot","PloKg_Ha.sum","Comp"
129,173982.159081362,17
130,138911.92407941,17
131,182124.451629164,13
132,311603.252274603,13
133,185028.895276832,13
134,136849.820932773,10
135,180373.089328516,10
136,188539.283365375,10
137,107761.863741271,16
138,171342.022036838,13
139,203853.972887622,13
140,195966.220491937,17
141,106338.144467563,17
142,63881.0540122465,17
143,183437.770162546,17
144,121900.358737391,17
145,81484.555803759,17
146,106641.372204623,17
147,376694.84712592,17
148,308760.63903372,13
149,185117.587097157,16
150,123056.420167735,15
151,251335.856224332,15
152,141480.332178529,16
153,102194.591406671,16
154,201438.167987032,17
155,95175.1148297693,17
156,92019.0996426859,17
157,98542.5398901865,17
158,69583.2616645992,17
159,184411.581591654,15
160,197312.910236578,19
161,251355.618370786,19
162,186803.751575295,19
163,144205.881982574,18
164,139000.104055984,18
165,127990.798426434,18
166,178348.915539455,19
167,176261.783160277,19
168,285459.092496405,19
169,303007.289053735,19
170,168982.13001191,20
171,248909.827258665,20
172,57972.4129572063,19
173,343389.318212145,19
174,184556.837814997,6
175,129792.16300045,6
176,134908.839233381,6
177,154250.686838685,6
178,154887.292429192,6
179,228694.769450883,6
180,188068.711870438,6
181,86489.9671300713,6
182,110979.628531751,6
183,59052.8460040624,6
184,154231.702742373,6
185,97141.7953623303,9
186,113988.650326426,9
187,85483.9153615396,9
188,151851.61147161,9
189,178799.241703444,9
190,270545.519192658,12
191,125718.229961007,9
192,152806.303978887,9
193,34904.7247643852,9
194,121258.29519677,9
195,68258.7446958877,9
196,164580.79745284,12
197,246874.683774581,12
198,191217.886811009,12
199,145624.228473434,9
200,208761.329875508,5
201,203959.885832473,5
202,22591.7403616631,4
204,182651.136678808,5
205,164905.221678042,5
206,74988.7557859674,7
208,156606.881646511,7
209,107753.915860692,8
210,5116.19972027696,8
211,201962.505023648,7
212,187791.739526448,7
213,170202.426004359,7
214,149145.345265218,7
215,228276.180772253,10
216,163801.02850111,7
217,134287.016076662,7
218,213327.684832191,7
219,154723.461785187,7
220,78120.0579955818,10
221,376140.629426271,7
222,191156.229852281,7
223,243030.806872489,7
224,140387.535753646,7
225,225466.743910093,12
226,73654.200535724,12
227,159052.115684753,11
228,223447.525113298,7
229,348114.847328546,7
230,181812.196033468,11
231,262517.634823048,11
232,177173.185551267,11
233,247267.372249102,11
234,239094.064716842,11
235,153238.180065532,11
236,109797.048981185,11
237,164579.687495985,12
238,130268.196423894,12
239,46522.0231586959,12
240,237985.369007082,12
241,92522.8965568367,12
242,144003.17763896,12
243,160911.637501668,12
245,268272.53421171,11
246,208454.684234196,11
247,156602.915242929,11
248,262883.782700662,11
249,100419.393341998,11
250,194054.90532907,11
251,33043.8305501055,10
252,172373.934645627,10
253,152016.08538966,17
254,187165.886964214,17
255,153440.039714742,16
256,158118.252057151,17
257,190971.606588812,20
258,158674.976011031,17
259,247340.683221065,17
260,260426.639794804,17
261,268443.693564887,20
262,143883.649451674,1
263,344952.866647228,1
264,227654.666758919,1
265,237118.020875444,1
266,203888.251839698,1
267,192202.843849305,1
268,199427.815442096,1
269,152984.604434055,1
270,139527.667979619,1
271,240366.754283568,1
272,200813.537191798,1
273,222194.235293536,1
274,134575.875913671,1
275,222708.201341287,1
276,239902.479823863,1
277,199875.436615055,1
278,164545.457485557,1
279,231789.921301948,1
280,170332.236104041,1
281,123021.479136911,1
282,207625.915519687,1
283,203283.185659993,1
284,139918.950648157,1
285,76721.1163766476,4
286,239112.759013161,4
287,197215.667193824,4
288,106989.02401368,4
289,154716.802987996,4
290,6204.84347864764,4
